id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,Countries of Investment,Stage of Investment
f2b8004e-b41f-4218-beef-d1872ef561e7,Simsan Ventures,company,,,,https://simsan.vc,https://simsan.vc,,,"83 Baker Street, London, W1U6AG, UK","83 Baker Street, London, W1U6AG, UK","VC investing in India ,+100 best VC Funds in UK 🇬🇧","UK,France,Germany,Spain,Netherlands,India,South Korea,Sweden,Estonia,Switzerland,Denmark","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
8cceb7c8-4a92-4460-bcc8-5f5ab2108d30,Sova VC,company,,,,https://sova.vc/,https://sova.vc/,,,"88 Wood Street, London, EC@V 7RS, UK","88 Wood Street, London, EC@V 7RS, UK","All VCs ,Top European VCs,+100 best VC Funds in UK 🇬🇧","UK,Sweden,Norway,Denmark,Ireland,Estonia,Finland","3. Early Revenue,4. Scaling,5. Growth"
282e5852-f94d-4b18-978d-3e85318646ff,SuperCharger Ventures,company,,SuperCharger Ventures is a EdTech accelerator dedicated to business development.,,https://www.superchargerventures.com/,https://www.superchargerventures.com/,,,"London, UK","London, UK","VC investing in India ,+100 best VC Funds in UK 🇬🇧","UK,Hong Kong,USA,Singapore,India,Brazil,UAE,Finland,France,Iceland,Sweden,Switzerland,Saudi Arabia,Qatar,Canada,Belarus,Russia,Ukraine,Italy,Greece,Spain,Portugal,Belgium,Kuwait,Denmark,Czech Republic,Egypt,Kazakhstan,Japan,Vietnam,Indonesia,Laos,Mexico,Lithuania,Estonia,Latvia,Norway,Colombia,Georgia,Germany,Hungary,Israel,Ireland,Turkey,South Korea,Albania,Algeria,Argentina,Armenia,Australia,Austria,Bangladesh,Cyprus,El Salvador,Jordan,Kenya,Nigeria,Pakistan","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
f3d4b1fa-2a5a-437e-ae96-1c8f8f4cc78f,Sweet Capital,company,,"Consumer, Mobile, Venture Capital",,https://sweetcapital.com/,https://sweetcapital.com/,,,"London, UK","London, UK","VC Founds - Seed - US/Europe,+100 best VC Funds in UK 🇬🇧","USA,Finland,France,Germany,Sweden,UK","2. Prototype,3. Early Revenue"
178bbc77-76a4-4d0f-9a71-e6d42cf61b5d,Syncona,company,,,,https://www.synconaltd.com/,https://www.synconaltd.com/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
f46c6211-81b5-4c96-96b5-b7ac5757e444,Talis Capital,company,,"Finance, Financial Services, FinTech, Venture Capital",,https://www.taliscapital.com,https://www.taliscapital.com,,,UK,UK,"VC Founds - Seed - US/Europe,Top European VCs,+100 best VC Funds in UK 🇬🇧","USA,UK,Germany,Spain,France,Norway,Denmark","3. Early Revenue,4. Scaling"
cbe42064-c8de-4c94-82c3-a56738798b73,Techstart Ventures,company,,,,https://www.techstart.vc/,https://www.techstart.vc/,,,,,+100 best VC Funds in UK 🇬🇧,UK,"2. Prototype,1. Idea or Patent,3. Early Revenue"
a273f4d8-c19c-46e2-b6be-6db918dfefcb,The Net Street Capital,company,,,,https://thenetstreet.com/,https://thenetstreet.com/,,,,,+100 best VC Funds in UK 🇬🇧,"France,Spain,Germany,Italy,UK,Israel,China,Mexico,Brazil,Chile,Ecuador,Netherlands","5. Growth,4. Scaling,3. Early Revenue"
9209ce92-8746-47e4-ad4e-c0abb55d8368,TwinklHive,company,,TwinklHive provides seed funding and supportive services to tech startups.,,https://www.twinkl.co.uk/hive,https://www.twinkl.co.uk/hive,,,,,+100 best VC Funds in UK 🇬🇧,"UK,USA",3. Early Revenue
9f8c312f-663f-467b-8cb9-ca534c339b47,UCL Technology Fund,company,,,,https://www.ucltf.co.uk/,https://www.ucltf.co.uk/,,,UK,UK,"Top European VCs,+100 best VC Funds in UK 🇬🇧",UK,3. Early Revenue
b749676e-14dc-427f-834d-8522e7ca5b45,Ufi Ventures,company,,,,https://ufi.co.uk/ufi-ventures/,https://ufi.co.uk/ufi-ventures/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
7216e1e6-d39c-44f8-b8f1-e92a1495ff59,VentureFounders,company,,,,https://www.venturefounders.co.uk/,https://www.venturefounders.co.uk/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
379f5e17-5a5a-4aa6-840c-4aa4ec2ed184,Vitruvian Partners,company,,"Vitruvian Partners is an equity firm that specializes in middle-market buyouts, growth buyouts, and growth capital investments.",,http://www.vitruvianpartners.com,http://www.vitruvianpartners.com,,,,,+100 best VC Funds in UK 🇬🇧,"Canada,Israel,UK,USA",4. Scaling
6abbaa3f-7e3c-4eb0-a7ec-ebbcb6e2578f,Vodafone Ventures,company,,"Vodafone Ventures firm specializes in investments in seed/start up, early stage, and mid stage in wireless and Internet sectors.",,https://www.vodafone.com/business/why-vodafone/vodafone-business-ventures,https://www.vodafone.com/business/why-vodafone/vodafone-business-ventures,,,,,+100 best VC Funds in UK 🇬🇧,"USA,Israel,Canada,UK","2. Prototype,3. Early Revenue,4. Scaling"
4cb1919f-7126-4aa5-9a7a-0fd4785bacb1,Wellcome,company,,,,https://wellcome.ac.uk/news/directors-update-taking-risks-bold-ideas,https://wellcome.ac.uk/news/directors-update-taking-risks-bold-ideas,,,,,+100 best VC Funds in UK 🇬🇧,"Israel,USA,Canada,UK","3. Early Revenue,4. Scaling"
977b0513-10d7-44ab-b35d-eefc1a23ec4f,Wren Capital,company,,,,https://www.wrencapital.co.uk/,https://www.wrencapital.co.uk/,,,,,+100 best VC Funds in UK 🇬🇧,UK,3. Early Revenue
