id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,First cheque maximum,First cheque minimum,Investment thesis,Stage
3895c8a6-69eb-4867-8bec-92498924c78f,Innopact,company,,,,https://www.innopact.vc/,https://www.innopact.vc/,,,Singapore,Singapore,VC investing in India ,"$300,000","$50,000","We invest in audacious entrepreneurs driving high-impact technology innovation across emerging markets. 

The biggest venture returns in the next decade will come from relentless innovation in business models - to successfully target underserved customers at scale.

Innopact is an angel syndicate dedicated to capturing the 'emergent consumer' technology opportunity across emerging markets. We are
- technology-centric
- sector-agnostic
- entrepreneur-focused
- partners - not just investors
As early-stage investors, our approach is simple = find and win early-stage deals where there's a Large space x Great team x Right timing x 100x impact potential","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
ca2e12d1-2476-4235-89f4-8a0dc1d5fcd6,Inventus Capital Partners,company,,,,https://inventuscap.com/,https://inventuscap.com/,,,San Mateo,San Mateo,VC investing in India ,,,,
5b791f91-06b8-4708-bfa2-e9e5b786562a,Investec Emerging Companies,company,,,,https://www.investec.com/en_au/emerging-companies.html,https://www.investec.com/en_au/emerging-companies.html,,,Australia,Australia,VC investing in India ,,"$2,000,000",,
91ad29e9-1089-434c-9a22-b49bef6db8eb,Investomonk,company,,,,https://www.investomonk.com/,https://www.investomonk.com/,,,"IndiQube Orion, 24th Main Road, Agara Village, Sector 1, HSR Layout, Bangalore, Karnataka 560102, India","IndiQube Orion, 24th Main Road, Agara Village, Sector 1, HSR Layout, Bangalore, Karnataka 560102, India",VC investing in India ,,,Investo Monk is a Private Investment Platform for early-stage venture investments. Our investor network focuses on funding startups that demonstrate market traction and are in the early revenue stage. Our primary criteria for investment consideration are startups that address critical problems for consumers or businesses and offer unique and innovative solutions. We seek scalable ventures with the potential for significant growth and impact in their respective industries.,3. Early Revenue
8fc1fb01-2320-4714-8ce0-5ecdd4920dd6,iSeed,company,,,,https://www.iseed.vc,https://www.iseed.vc,,,"New Delhi, India","New Delhi, India",VC investing in India ,"$500,000","$100,000",We invest in mission-driven Indian founders and bringing Silicon Valley's top operator minds closer to them.,"1. Idea or Patent,2. Prototype,3. Early Revenue"
48a91257-a759-4284-b618-f07242233a51,Java Capital,company,,,,https://www.javacapital.co/,https://www.javacapital.co/,,,"Bengaluru, Karnataka 560037, IN","Bengaluru, Karnataka 560037, IN",VC investing in India ,,,,"3. Early Revenue,2. Prototype"
4cf0c351-79a8-48c1-8359-4fc86376dc72,JPIN Venture Cataysts,company,,,,https://www.jpin.co/,https://www.jpin.co/,,,"40 Bank Street, Canary Wharf, London, TW16 6PY, GB","40 Bank Street, Canary Wharf, London, TW16 6PY, GB",VC investing in India ,"$5,000,000","$50,000","We invest in worldwide blockchain, crypto and digital assets startups below Series C.","1. Idea or Patent,3. Early Revenue,2. Prototype,4. Scaling"
31debe23-2682-4f8d-a49d-7b19a9968ebb,Kalaari Capital,company,,,,https://www.kalaari.com/,https://www.kalaari.com/,,,"Navigator Building, ITPL, Whitefield, Bangalore 560066, Karnataka, India","Navigator Building, ITPL, Whitefield, Bangalore 560066, Karnataka, India","All VCs ,VC investing in India ","$5,000,000","$300,000",We invest in tech startups building for the Indian market or building in India for the global markets,"1. Idea or Patent,2. Prototype,3. Early Revenue"
62e08cf8-3e18-41cf-ba0a-82886327756c,Kazipet Capital,company,,,,https://www.linkedin.com/in/sandeepsankineni/,https://www.linkedin.com/in/sandeepsankineni/,,,"Bethesda, MD, USA","Bethesda, MD, USA",VC investing in India ,"$200,000","$25,000",We invest at early stage - Diversified portfolio,"1. Idea or Patent,2. Prototype,3. Early Revenue"
53b8c40d-d73a-4114-84cc-5380b126cac7,Khoob,company,,,,http://khoob.group/,http://khoob.group/,,,"3rd Floor Kushal House 39 Nehru Place, New Delhi, 110019, IndiaÂ","3rd Floor Kushal House 39 Nehru Place, New Delhi, 110019, IndiaÂ",VC investing in India ,"$250,000","$25,000",We invest in interesting early stage Indian companies.,"1. Idea or Patent,2. Prototype"
8260ad57-5893-4a2f-a2f7-2164c5591fd6,Lets Venture,company,,,,https://letsventure.com/,https://letsventure.com/,,,India,India,VC investing in India ,,,,
28161ba4-253a-4caa-a385-6b9f6f1e02e4,M12 - Microsoft's Venture Fund,company,contact@m12.vc,M12 invests in seed-stage technology companies disrupting the enterprise.,contact@m12.vc,https://m12.vc/,https://m12.vc/,,,"San Francisco, California, United States","San Francisco, California, United States","Corporate Venture Arms,All VCs ,VC investing in India ","$20,000,000","$1,000,000",We invest in early-stage software companies disrupting the enterprise.,"3. Early Revenue,4. Scaling,5. Growth"
4cb72082-9567-4b0d-9265-19b1dc9b8544,Magic Fund,company,,,,https://magic.fund,https://magic.fund,,,"Los Angeles, CA 90046","Los Angeles, CA 90046",VC investing in India ,"$250,000","$50,000",We invest in great founders from around the world regardless of stage or revenue.  We are founders ourselves investing in founders.,"1. Idea or Patent,2. Prototype,3. Early Revenue"
c31ff8dc-b55d-4016-bfdc-34ab6aa9e9e1,Magnivia Ventures,company,,,,http://magnivia.net/,http://magnivia.net/,,,"55 Riverwalk Pl, West New York, New Jersey 07093, US","55 Riverwalk Pl, West New York, New Jersey 07093, US",VC investing in India ,"$750,000","$250,000",We invest in cross-border enterprise startups with strong IP doing  $250K+ ARR,"3. Early Revenue,4. Scaling,5. Growth"
4298bdae-1556-4a6a-908e-05869d3242b9,Mahindra Partners,company,mpartners@mahindra.com,Private Equity and Corporate Venture Capital arm of Mahindra Group based in Mumbai (India) and San Jose (USA),mpartners@mahindra.com,http://www.mahindrapartners.com,http://www.mahindrapartners.com,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India","Corporate Venture Arms,VC investing in India ",,,,
835a5cdc-7ffb-4624-b39a-3600b7b4d282,Malpani Ventures,company,,Funding frugal innovation in India,,https://www.malpaniventures.com,https://www.malpaniventures.com,,,"BKC, Mumbai, Maharashtra, India - 400071","BKC, Mumbai, Maharashtra, India - 400071",VC investing in India ,"$300,000","$100,000","We invest in early revenue/ traction India focused companies across software/ SAAS, education and healthcare","2. Prototype,3. Early Revenue"
f9e55b38-fe7a-46ac-9d24-bcf3d88a6dcd,MARC Group,company,,,,http://www.marc-group.com/,http://www.marc-group.com/,,,"Limestone House, Dubai, UAE","Limestone House, Dubai, UAE",VC investing in India ,"$1,000,000","$25,000","We invest in innovative early stage companies across sectors and geographies.

Weâ€™re a family office with 2 principals and a diverse portfolio of venture investments (edtech, healthtech, proptech, AI/ML, RPA, media & entertainment, marketplaces, fintech).","2. Prototype,3. Early Revenue,4. Scaling"
69585e08-bdc5-4c87-bb46-f15e9e4d8a17,MARL Accelerator,company,,,,https://marlaccelerator.com/,https://marlaccelerator.com/,,,"San Mateo, California","San Mateo, California",VC investing in India ,"$50,000","$50,000","We invest in founders working on solving B2B problems in the sector of Mobility, AR/VR, Robotics, Logistics, Cybersecurity, AI & ML.

- At least one tech founder.
- Prototype Ready
","2. Prototype,3. Early Revenue"
1b630d88-e86e-423f-a283-abda6153a5f2,Masawa,company,,,,https://masawa.fund/,https://masawa.fund/,,,"Rheinsberger Strasse 76/77, 10115 Berlin, Germany","Rheinsberger Strasse 76/77, 10115 Berlin, Germany",VC investing in India ,"$2,000,000","$50,000",We invest in founders revolutionizing the mental wellness landscape.,"2. Prototype,3. Early Revenue"
c7122001-4873-4c8f-9289-d5c20d5d24a9,MassMutual Ventures,company,,"MMV is a multi-stage, global venture capital firm investing in enterprise software, cybersecurity, financial technology, and digital health.",,https://www.massmutualventures.com/,https://www.massmutualventures.com/,,,"470 Atlantic Avenue, Boston, MA 02110, US","470 Atlantic Avenue, Boston, MA 02110, US","Corporate Venture Arms,VC investing in India ","$10,000,000","$500,000","We invest in enterprise software, cybersecurity, financial technology, and digital health companies. ","3. Early Revenue,4. Scaling,5. Growth"
426d640d-2ede-4622-8a05-c5f171a90f62,Matrix Partners,company,,,,https://www.matrixpartners.com/,https://www.matrixpartners.com/,,,"San Francisco, California, United States","San Francisco, California, United States","All VCs ,Seed & Series A US VC's ,VC investing in India ",,,,
f7a26c11-9728-4390-bc72-0443702f6328,Mayfield Fund,company,,"Mayfield is an early-stage VC firm investing in enterprise, deeptech, and human and planetary health companies.",,https://www.mayfield.com/,https://www.mayfield.com/,,,"2484 Sand Hill Rd, Menlo Park, California US","2484 Sand Hill Rd, Menlo Park, California US",VC investing in India ,"$10,000,000","$2,000,000","We invest in:
- enterprise. SaaS, infra, dev ops, semi, networking, security
- consumer: eCommerce (subscription), marketplaces, health and wellness, financial services, networks & communities, productivity, device-as-a-service
- engineering bio: synthetic bio, therapeutics, med devices, sustainable materials and foods
- products and services that are not only good potential businesses, but are also good for people, society and planet.","3. Early Revenue,4. Scaling,2. Prototype"
c97bdb1d-8c2e-46ea-aee5-7c89b0a763dd,MDR Lab,company,,,,https://lab.mdr.london/,https://lab.mdr.london/,,,"70 Kingsway, Africa House, London, England WC2B 6AH, GB","70 Kingsway, Africa House, London, England WC2B 6AH, GB",VC investing in India ,"$50,000","$150,000",We invest in early stage companies in the legal space and help them find pmf and get ready for commercial traction,"2. Prototype,3. Early Revenue"
647452c7-b6bb-46de-9af3-6e75cb487d0e,Mirae Asset Venture Investments,company,,,,https://www.am.miraeasset.com/,https://www.am.miraeasset.com/,,,,,VC investing in India ,,,,
06ca99cf-ad43-4ede-8d40-1526efc60daa,NGP Capital,company,,"NGP Capital is a growth-stage investment firm that invests in the cybersecurity, edge cloud, digital industries and digital transformation.",,https://www.ngpcap.com/,https://www.ngpcap.com/,,,Finland,Finland,VC investing in India ,,"$5,000,000",,3. Early Revenue
899ad21e-81aa-4a48-b274-37fc520e88e7,NVP Norwest Venture Partners,company,,,,https://www.nvp.com/venture/,https://www.nvp.com/venture/,,,"525 University Avenue, Suite 800, Palo Alto, CA 94301, US","525 University Avenue, Suite 800, Palo Alto, CA 94301, US",VC investing in India ,"$10,000,000","$500,000","We invest in all verticals with a focus on healthcare, consumer, enterprise software.","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO"
38a49e7e-371b-43f8-8592-67652d951b40,Omnivore Partners,company,,,,http://www.omnivore.vc/,http://www.omnivore.vc/,,,India,India,VC investing in India ,,,,3. Early Revenue
5da1ebc0-af0f-4ea3-92cc-01405bb9b0ef,Orange Corp,company,orange@orangecorp.co,Orange Corp is one among world's leading venture capital companies in LP (Limited Partner) category.,orange@orangecorp.co,http://www.orangecorp.co,http://www.orangecorp.co,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India","Corporate Venture Arms,VC investing in India ",,,,
b5b78572-03cf-4af0-8df4-3032c1ad5fdf,Pesu Venture Labs,company,,,,https://pesuventurelabs.com/#/,https://pesuventurelabs.com/#/,,,"12th Floor CIE Office, B Block PES University, Outer Ring Road, Bengaluru, Karnataka 560085, IN","12th Floor CIE Office, B Block PES University, Outer Ring Road, Bengaluru, Karnataka 560085, IN",VC investing in India ,"$200,000","$100,000",We invest in B2B SAAS based companies with deeptech as a differentiator with special focus on Student lead startups,1. Idea or Patent
a5e6eee7-6e0b-42f2-a1fc-4b0acdb6b224,Pi Ventures,company,,,,http://www.piventures.in/,http://www.piventures.in/,,,India,India,VC investing in India ,,,,3. Early Revenue
a0bf0751-a7ee-4b5b-a41a-1672da86fabe,Plug & Play Ventures,company,,,,https://www.plugandplaytechcenter.com/ventures/,https://www.plugandplaytechcenter.com/ventures/,,,"440 N. Wolfe Rd, Sunnyvale, CA 94085, US","440 N. Wolfe Rd, Sunnyvale, CA 94085, US",VC investing in India ,"$400,000","$50,000","We invest in early stage tech companies across industries. We are based in Silicon Valley but invest in companies around the world.

We invest at early-stage across most industries: Fintech, Insurtech, Internet of Things, Brand & Retail, Mobility, New Materials & Packaging, Sustainability, Food & Beverage, Travel & Hospitality, Health & Wellness, and Supply Chain & Logistics.","3. Early Revenue,4. Scaling,2. Prototype,1. Idea or Patent"
24380a26-4e82-4f7c-ae60-839f522d2702,Pratithi Investments,company,,"A private equity, venture capital and venture debt investment arm of Mr. Kris Gopalakrishnan (Cofounder, Infosys)",,https://www.linkedin.com/company/pratithi-investments/,https://www.linkedin.com/company/pratithi-investments/,,,"No. 515, 1st Cross, 12th Main, IV Block, Koramangala, Bangalore 560034","No. 515, 1st Cross, 12th Main, IV Block, Koramangala, Bangalore 560034",VC investing in India ,"$10,000,000","$4,000,000",We invest in all sectors with other institution lead investors. We focus on great founders with great products and high standards of corporate governance. We Prefer to invest in capital-efficient companies.,"4. Scaling,5. Growth"
b392751f-2390-4282-a3bf-93f29e471ed4,Quiet Capital,company,,"Financial Services, Internet, IT Infrastructure, Venture Capital",,https://www.quiet.com/,https://www.quiet.com/,,,"San Francisco, California","San Francisco, California","All VCs ,VC Founds - Seed - US/Europe,VC investing in India ","$35,000,000","$500,000","We invest in fintech, crypto, enterprise, healthcare, marketplaces, and consumer startups. ","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth"
b5712533-1fbd-4617-a19e-e8d7e03deb58,Rally Cap Ventures,company,,,,https://rallycapventures.com/,https://rallycapventures.com/,,,"San Francisco, CA","San Francisco, CA","All VCs ,VC investing in India ","$300,000","$100,000","We invest in fintech infrastructure, mostly B2B APIs","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
5d5e93ac-d284-47cd-af06-fe51900fed81,ReGen Ventures,company,,,,https://regen.vc/,https://regen.vc/,,,"Byron Bay, NSW, Australia","Byron Bay, NSW, Australia","All VCs ,VC investing in India ","$2,500,000","$250,000",We invest in regenerative technology companies created by wildly ambitious teams who want to radically transform our world for the better.,"1. Idea or Patent,2. Prototype,3. Early Revenue"
62f42eb5-f02a-4ac1-83dc-d9d688495370,Reliance Venture Asset Management,company,venture.capital@relianceada.com,Indiaâ€™s leading corporate venture capital firm pioneering the new wave of strategic investment and creating a winning ecosystem,venture.capital@relianceada.com,http://www.relianceventure.com/,http://www.relianceventure.com/,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India","Corporate Venture Arms,VC investing in India ",,,,
20dc5c50-dd05-4a76-b706-af619f1fab97,Remote First Capital,company,,,,https://www.remotefirstcapital.com/,https://www.remotefirstcapital.com/,,,"San Francisco, USA","San Francisco, USA",VC investing in India ,"$200,000","$50,000","We invest in the next generation of remote work, global work infrastructure, and second-degree effects of it.

Also engineering and no-code tooling","2. Prototype,3. Early Revenue,1. Idea or Patent,4. Scaling"
5ff98e97-4500-4403-a799-65ae63267d40,Romulus Capital,company,,,,https://romuluscap.com/,https://romuluscap.com/,,,"101 Arch Street, Boston, MA 02110, US","101 Arch Street, Boston, MA 02110, US","All VCs ,Seed & Series A US VC's ,VC investing in India ","$10,000,000","$100,000","We invest in Seed - Series B rounds, mainly as lead investors, for B2B companies within two categories:

Companies selling technology to solve real problems in large traditional industries (e.g., agriculture, construction, energy, retail, real estate).

Deep technology companies that have spun out of top-tier research groups (e.g., MIT, Harvard, Cambridge, Stanford, SRI, Draper).","3. Early Revenue,4. Scaling"
51ade41c-cf4b-4f0a-9a43-b68fb808b38c,Saama Capital Advisors,company,,,,https://www.saamacapital.vc/,https://www.saamacapital.vc/,,,,,VC investing in India ,,,,
7a3bdbb5-2e9f-471d-9978-f6a4e85ab9d6,Saif Partners,company,,,,http://www.saifpartners.com/,http://www.saifpartners.com/,,,,,VC investing in India ,,,,
5a50d5e5-2650-457f-9fec-80288a048022,Salesforce Ventures,company,,Salesforce Ventures invests in enterprise tech to help companies connect with their customers in entirely new ways.,,https://www.salesforce.com/ventures/,https://www.salesforce.com/ventures/,,,"1 Market, San Francisco, CA 94105, US","1 Market, San Francisco, CA 94105, US","Corporate Venture Arms,VC investing in India ","$100,000,000","$1,000,000",We invest in the leading enterprise cloud software (B2B) companies from Series A to IPO globally.,"3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO"
7e034c66-3d3e-4167-a2d7-ff5cfbdf3967,Samrat Investments,company,,,,https://www.samratfinancialbanking.com/funding,https://www.samratfinancialbanking.com/funding,,,"Manali, Himachal Pradesh, India","Manali, Himachal Pradesh, India",VC investing in India ,,,,
edd1b556-bf42-4c05-95dd-9b5c63836c4d,Samyakth Capital,company,,,,http://samyakthcapital.com/,http://samyakthcapital.com/,,,"1106, Marathon Icon, Lower Parel West, Mumbai, Maharashtra - 400013, India","1106, Marathon Icon, Lower Parel West, Mumbai, Maharashtra - 400013, India",VC investing in India ,"$200,000","$25,000",We invest in all areas (Sector agnostic),"3. Early Revenue,2. Prototype"
0db618f8-ce96-4ced-8975-136223add5b0,Sangam Ventures,company,,,,https://www.sangam.vc/,https://www.sangam.vc/,,,India,India,VC investing in India ,,,,3. Early Revenue
25ee15bf-2263-4fe1-a59e-6aed4456b02d,Satgana,company,,,,https://satgana.com/,https://satgana.com/,,,"Luxembourg City, LU","Luxembourg City, LU","Top European VCs,VC investing in India ","$500,000","$25,000",We invest in mission-driven entrepreneurs that address the biggest social and environmental challenges of our times.,"1. Idea or Patent,2. Prototype,3. Early Revenue"
2e7b1c96-53e9-43e5-97e5-b979b706cc11,SCOR Ventures,company,ventures@scor.com,SCOR Ventures is the VC arm of SCOR RE and invests in early-stage start-ups.,ventures@scor.com,https://www.scor.com/en/scor-pc-ventures,https://www.scor.com/en/scor-pc-ventures,,,"5, avenue Kléber, 75 795 Paris Cedex 16, Paris","5, avenue Kléber, 75 795 Paris Cedex 16, Paris","Corporate Venture Arms,VC investing in India ","$10,000,000","$1,000,000","We invest in: (1) the â€˜Insurers of the Futureâ€™: tech-driven underwriting companies (MGAs, carriers) that offer multiple points of digital and business model differentiation. (2) any type of software solution connected to risk, from trade finance to predictive maintenance. (3) any solution helping people live healthier lives.","2. Prototype,3. Early Revenue,4. Scaling"
111c0b8b-b236-4ed7-b410-266beaff5d29,Sea Fund,company,,,,https://www.seafund.in/,https://www.seafund.in/,,,"Ebony 1203A, Godrej Woodsman Estate, Hebbal, Bangalore-560024, India","Ebony 1203A, Godrej Woodsman Estate, Hebbal, Bangalore-560024, India",VC investing in India ,"$200,000","$50,000","We invest in early-stage companies, preferably with some semblance of a product-market fit at the intersection of network effects, technology, and innovative business models by leveraging platforms, protocols, and the power of modularity. 

Our mission is, to help the next set of technical founders, with small amounts of early capital in getting to market to build efficient and scalable businesses. We value an India for India play, which can then subsequently be scaled to, first, similar markets and subsequently globally. ","2. Prototype,3. Early Revenue,1. Idea or Patent"
f9f28a02-164e-480b-b46e-724a28012b02,Secure Octane Investments,company,,,,https://www.secureoctane.com/,https://www.secureoctane.com/,,,"San Francisco, CA, USA","San Francisco, CA, USA",VC investing in India ,"$500,000","$250,000","We invest in cybersecurity, data / ML and cloud infrastructure. ","3. Early Revenue,2. Prototype,4. Scaling"
eda37e4d-0a3f-432e-9d95-cb063f6300d7,Seed Smart,company,,,,http://seed-smart.com,http://seed-smart.com,,,"France,Germany,USA,Australia,Canada,Belgium,India,Singapore,UK,Ukraine,Russia,Sweden","France,Germany,USA,Australia,Canada,Belgium,India,Singapore,UK,Ukraine,Russia,Sweden",VC investing in India ,"$50,000","$15,000",We invest in early stage startup leveraging software with 500k to $1M+ ARR,"3. Early Revenue,4. Scaling,5. Growth"
be8a217b-e796-4988-9756-8d99c7f0b84a,Sente Foundry,company,,,,https://sente.link,https://sente.link,,,"222 W. Merchandise Mart Plaza, Suite 570, Chicago, IL 6054 U.S.A.","222 W. Merchandise Mart Plaza, Suite 570, Chicago, IL 6054 U.S.A.",VC investing in India ,"$100,000","$75,000","We invest in urban mobility/logistics, human essentials, and industrial circular economy in collaboration with corporations and family offices that are looking for opportunities in the global ecosystems. We are looking for startups at MVP stage (not earlier) and at zero or minimal revenue.","2. Prototype,3. Early Revenue"
0b99c3ae-5507-4f59-bcbe-0fd7af7d4dea,SGH Capital,company,,,,https://www.sghcapital.com/,https://www.sghcapital.com/,,,Luxembourg,Luxembourg,"All VCs ,VC investing in India ",,,,3. Early Revenue
b103823a-a0eb-41f7-85a1-5a2a85a7a178,Sheesha Finance,company,,,,https://www.sheeshafinance.io/,https://www.sheeshafinance.io/,,,"ALMAS-48-CV34 ALMAS Tower Plot, JLT-PH1-A0 Jumeirah Lakes Towers, Dubai, United Arab Emirates","ALMAS-48-CV34 ALMAS Tower Plot, JLT-PH1-A0 Jumeirah Lakes Towers, Dubai, United Arab Emirates",VC investing in India ,"$1,000,000","$100,000","We invest in long-term projects at the earliest stage that pave the way for mass blockchain adoption across different border, barriers and ecosystems. As a decentralized VC investing, we aim to diversify our portfolio, investing in DeFi, Gaming, NFT, Real World application and encourage ESG narratives.","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth"
8e4095aa-10a7-49da-96b1-0d54139a1da8,Sierra Ventures,company,,"Finance, Financial Services, Venture Capital",,https://www.sierraventures.com/,https://www.sierraventures.com/,,,"1400 Fashion Island Blvd, San Mateo, California, United States","1400 Fashion Island Blvd, San Mateo, California, United States","All VCs ,VC Founds - Seed - US/Europe,Seed & Series A US VC's ,VC investing in India ","$6,000,000","$500,000","We invest in early-stage Enterprise Software and Deep Tech companies. We focus on Pre-Seed, Seed, and Series A companies with initial check sizes ranging from $500K - $6M. We look for product-market fit, a strong understanding of the customer, and initial revenue. We invest in 15-20 companies each year and prefer to lead. 

Our 2 investment areas: 

- Next-generation enterprise: AI/ML, Big Data, Cloud, FinTech, Healthtech, IoT, Infrastructure, Marketplaces, SaaS/Enterprise app, Security

- Emerging technologies: 5G/Wireless, VR/AR, Blockchain, Robotics, Devices

More about our thesis can be found at www.sierraventures.com/thesis","2. Prototype,3. Early Revenue,4. Scaling"
f2b8004e-b41f-4218-beef-d1872ef561e7,Simsan Ventures,company,,,,https://simsan.vc,https://simsan.vc,,,"83 Baker Street, London, W1U6AG, UK","83 Baker Street, London, W1U6AG, UK",VC investing in India ,"$2,500,000","$100,000","We invest in early stage tech startups with focuses on deep tech and fintech in the UK, Europe, India and South Korea.","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
88c22f2b-d78e-4c6c-aed9-552a79c768a4,Spacecadet Ventures,company,,,,https://spacecadet.ventures/,https://spacecadet.ventures/,,,USA,USA,VC investing in India ,"$500,000","$100,000",We invest in forward-thinking founders who build companies at the intersection of emerging cultural & technology trends.,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
c4a925af-5ed2-45f3-a19e-226f899771bc,Stadia Ventures,company,,Stadia Ventures is one of the oldest sports- and esports-focused venture firms with a sports business accelerator.,,http://www.stadiaventures.com/,http://www.stadiaventures.com/,,,"383 Marshall Avenue, St. Louis, MO 63122, United States","383 Marshall Avenue, St. Louis, MO 63122, United States","All VCs ,Seed & Series A US VC's ,VC investing in India ","$250,000","$50,000","We invest in early-stage startups in sports and esports that have defined product market fit, generally with ARR between $250k-$1MM. ","3. Early Revenue,4. Scaling"
df34548a-125c-48d1-919b-b223b9f2a2c5,Startup-O,company,,,,https://www.startup-o.com/,https://www.startup-o.com/,,,"01-05, SULTAN LINK, 57, MOHAMED SULTAN ROAD,, SINGAPORE, Singapore 238997, SG","01-05, SULTAN LINK, 57, MOHAMED SULTAN ROAD,, SINGAPORE, Singapore 238997, SG",VC investing in India ,"$500,000","$150,000","We invest in product-ready, early revenues tech-ventures, especially in B2B space. We are tech vertical agnostic but stage loyal. We invest in companies from any geography and are known as founder-friendly strategic investors given our networks and scaling expertise around the world and especially in Asia. ","3. Early Revenue,4. Scaling"
a577aa52-e8e1-4d12-8211-9c3c5982b900,Super Capital VC,company,,,,https://www.supercapital.vc/,https://www.supercapital.vc/,,,Paris,Paris,VC investing in India ,"$300,000","$50,000",We invest in tech.,"2. Prototype,3. Early Revenue,4. Scaling"
282e5852-f94d-4b18-978d-3e85318646ff,SuperCharger Ventures,company,,SuperCharger Ventures is a EdTech accelerator dedicated to business development.,,https://www.superchargerventures.com/,https://www.superchargerventures.com/,,,"London, UK","London, UK",VC investing in India ,"$150,000","$50,000","We invest in EdTech companies globally, in all verticals. Our 12-week accelerator program helps Seed / Series A companies scale and expand globally.","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling"
60c0cebd-332d-4732-a992-71d30578b13b,Susa Ventures,company,,Susa Ventures is an early-stage venture capital firm investing primarily in seed rounds.,,https://susaventures.com/,https://susaventures.com/,,,"660 York St Suite 201, San Francisco, CA 94110, United States","660 York St Suite 201, San Francisco, CA 94110, United States","All VCs ,Seed & Series A US VC's ,VC investing in India ","$2,000,000","$1,000,000","We invest in companies building compounding moats, such as network effects, proprietary data, or economies of scale. Compounding moats enable businesses to become more defensible with scale. ","3. Early Revenue,2. Prototype,1. Idea or Patent"
0f952aa3-b431-461e-9585-c42e3f8c4182,Systema VC,company,,,,https://systema.vc,https://systema.vc,,,"100 Cannon St., London, EC4N 6EU, United Kingdom","100 Cannon St., London, EC4N 6EU, United Kingdom",VC investing in India ,"$500,000","$50,000","We invest in Fintech, Legaltech and Proptech globally except USA and China","1. Idea or Patent,2. Prototype,3. Early Revenue"
d44b6402-1ad8-4b8d-8a0b-4d1c56bc5944,TCG The Chernin Group,company,,,,https://tcg.co/,https://tcg.co/,,,"12180 Millennium Drive, Suite 500, Playa Vista, CA 90094","12180 Millennium Drive, Suite 500, Playa Vista, CA 90094",VC investing in India ,"$100,000,000","$10,000,000",TCG is a multi-stage investment firm dedicated to building consumer business. We invest on majority and minority investments across the consumer landscape.,"3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO"
c4cec273-999f-493f-8416-3d4ed4c3073f,Thomson Reuters Ventures,company,,Thomson Reuters Ventures is an early-stage investment arm of Thomson Reuters.,,https://www.thomsonreuters.com/en/ventures.html,https://www.thomsonreuters.com/en/ventures.html,,,"3 Times Square New York, New York 10036","3 Times Square New York, New York 10036","Corporate Venture Arms,VC investing in India ","$5,000,000","$2,000,000","We invest in data startups.

-	We are a $100M enterprise technology fund with the backing and resources of Thomson Reuters at our disposal. When we invest, we are seeking to accelerate the growth of the companies we invest in by enabling access to TRâ€™s assets and expertise.

-	We are focused on investments in Series A companies. We will do some opportunistic Seed and/or Series B investments, but the majority with be Series A. 

-	Any company that is verticalized in the markets we operate in or adjacencies, has a core data element, and is building an interesting ML, NLP, prediction, or task/process automation based solution is going to be a sweet spot for TR Ventures","3. Early Revenue,4. Scaling,5. Growth"
49dcc24c-1aad-45ff-b838-955bbfc0a774,Tomorrow Capital,company,,,,http://www.tomorrowcapital.in,http://www.tomorrowcapital.in,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",VC investing in India ,,,,
9e608b2d-5372-4f9a-b04e-bc35e0ec2913,TRGC,company,,,,https://trgc.io/,https://trgc.io/,,,"Blackburn Highway, PO BOX 116, Road Town TorTola, British Virgin Islands","Blackburn Highway, PO BOX 116, Road Town TorTola, British Virgin Islands","All VCs ,VC investing in India ","$1,000,001","$100,001",We invest in Blockchain-based startups on a global scale solving critical friction points in the DLT industry.,"1. Idea or Patent,2. Prototype,3. Early Revenue"
0335889a-bd90-4247-a4a6-e247876320ca,United Investors,company,,,,https://unitedinvestors.ru/,https://unitedinvestors.ru/,,,"Russia, Moscow","Russia, Moscow",VC investing in India ,"$2,000,000","$50,000",We invest in revenue-first startups,"2. Prototype,3. Early Revenue,4. Scaling"
