id,firstname,lastname,contactType,jobTitle,gender,description,birthday,favoriteEmail,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,companies,lastInteraction,nbInteractions,groups,Continent,Country,LinkedIn
cfeeba60-0b6f-499e-8542-b036d3e6563e,Noam Ohana,,person,,,,,,,exor.com,exor.com,,,Amsterdam,Amsterdam,Exor,,0,European Family Offices' Founders ,Europe,Netherlands,linkedin.com/company/289176
d014000f-f76c-4034-b7d9-6bd1a73597cb,Alec,Rauschenbusch,person,,,,,,,grazia.com,grazia.com,,,Stuttgart,Stuttgart,Grazia Equity,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/grazia-equity
d05277d6-fc8c-427a-b68d-1b65754572ac,Leon,Seynave,person,,,,,,,stanhopecapital.com,stanhopecapital.com,,,London,London,Stanhope Capital,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/stanhope-capital-llp
d1971cc3-7692-4535-b9a5-0a56c4d66f05,Yana,Dresselhaus,person,,,,,,,dresselhaus.com,dresselhaus.com,,,Berlin,Berlin,Dresselhaus Ventures,,0,European Family Offices' Founders ,Europe,Germany,-
d3e9d775-88bf-439d-88da-f04b64addb3c,Mischa,Seeholzer,person,,,,,,,ghp-arbitrium.ch,ghp-arbitrium.ch,,,Zurich,Zurich,GHP Arbitrium,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/ghp-arbitrium-ag
d5adf329-a404-4cf9-81e8-8b0e580b1662,Christian Winter,,person,,,,,,,tev.de,tev.de,,,Mülheim ad Ruhr,Mülheim ad Ruhr,Tengelmann Ventures,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/tev-ventures
d9b5a660-63c8-41ad-9ff0-afb1142d5e39,Klaas,de Boer,person,,,,,,,entrepreneursfund.com,entrepreneursfund.com,,,London,London,Entrepreneurs Fund,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/entrepreneurs-fund-management-llp
db428697-3b51-4e5f-966a-2bf6379214bb,Julius,Neuberger,person,,,,,,,k5.ag,k5.ag,,,Munich,Munich,K5 Family Office,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/k5
dc76a75b-5a21-49ab-9236-9b6420e253f0,Roberto,Crivelli,person,,,,,,,soaveam.com,soaveam.com,,,Lugano,Lugano,SOAVE Asset Management,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/soave-asset-management-ltd
ddde56a8-fba8-4aa7-b5b2-a63a9472eb10,Michael,Greve,person,,,,,,,kizoo.com,kizoo.com,,,Karlsruhe,Karlsruhe,Kizoo Ventures,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/kizoo
dff1d244-bd87-4e08-bda9-92a9d8dd181f,Lomax Ward,,person,,,,,,,whcloud.com,whcloud.com,,,London,London,White Cloud Capital,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/white-cloud-capital
e07a4a29-941b-4ea9-8430-47931b0e2df6,Beat,Diggelmann,person,,,,,,,assetmanagementpartners.ch,assetmanagementpartners.ch,,,Baar,Baar,Asset Management Partners,,0,European Family Offices' Founders ,Europe,Switzerland,linkedin.com/company/asset-management-partners-ag
e1aac690-4f40-470a-971b-f4ee7e75ea80,Jean-Pierre,Lagane,person,,,,,,,l-fo.ch,l-fo.ch,,,Geneva,Geneva,Lagane Family Office,,0,European Family Offices' Founders ,Europe,Switzerland,-
e24a5b6c-996a-4249-bd77-9411ea8b10a1,Amir,Ramot,person,,,,,,,aurecre.de,aurecre.de,,,Berlin,Berlin,Aurec Capital Group,,0,European Family Offices' Founders ,Europe,Germany,-
e478369e-ed77-4c69-b916-7a0396a222ed,Pascal,Cagni,person,,,,,,,c4v.com,c4v.com,,,London,London,C4 Ventures,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/c4-ventures
e59fdba3-6333-4749-b707-21fc1ae6c867,Alastair,Alderton,person,,,,,,,-,-,,,Zurich,Zurich,Rianta Capital,,0,European Family Offices' Founders ,Europe,Switzerland,-
e74c440f-15b5-4351-ad0d-80f1e98af4b0,Bernd,Schrüfer,person,,,,,,,extorel.de,extorel.de,,,Munich,Munich,Extorel,,0,European Family Offices' Founders ,Europe,Germany,-
e8785cf3-27db-4482-bf66-c609751e1115,Frederik,Redele,person,,,,,,,commenda.eu,commenda.eu,,,Amsterdam,Amsterdam,Commenda Family Office,,0,European Family Offices' Founders ,Europe,Netherlands,linkedin.com/company/commenda-family-office
ea702b62-4f41-4a18-9bd2-4b2756754efc,Stephan Schubert,,person,,,,,,,sts-ventures.de,sts-ventures.de,,,Cologne,Cologne,STS Ventures,,0,European Family Offices' Founders ,Europe,Germany,linkedin.com/company/sts-ventures
eaf05a7f-4c6b-43d9-95e0-87663aa28fcb,Guy,Shutt,person,,,,,,,-,-,,,London,London,Stockdale Street,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/stockdale-street
eb3fc82e-05dd-47ef-8c2a-b42e89296daf,Gordon Grant Curtis,,person,,,,,,,ciinvestments.org,ciinvestments.org,,,Lugano,Lugano,CI Investments,,0,European Family Offices' Founders ,Europe,Switzerland,-
eba80126-3c55-403c-b431-0d67c8f26d20,Oswald Kahn,Mackay,person,,,,,,,berlinkahn.com,berlinkahn.com,,,Gibraltar,Gibraltar,Berlin-Kahn-Mackay Family Trust,,0,European Family Offices' Founders ,Europe,Gibraltar,-
ed87f2fe-85e5-449c-8f65-fb262daef40f,Arnold,Krüger,person,,,,,,,krueger-family-office.de,krueger-family-office.de,,,Siegburg,Siegburg,Krüger Family Office,,0,European Family Offices' Founders ,Europe,Germany,-
ee57f55f-7e5f-4068-8970-5e97ef03d82b,Stef,Ten Brinke,person,,,,,,,tbcapital.nl,tbcapital.nl,,,Varsseveld,Varsseveld,tB Capital,,0,European Family Offices' Founders ,Europe,Netherlands,linkedin.com/company/tb-investments
ef17f7f2-ca06-4faf-b274-d2dd933e7857,Albert,Y Gowen,person,,,,,,,-,-,,,Geneva,Geneva,Gowen Family Office,,0,European Family Offices' Founders ,Europe,Switzerland,-
ef734583-a71e-4a2d-8692-afd54b65ebeb,João Da Cunha,Portugal,person,,,,,,,grupoamericoamorim.com,grupoamericoamorim.com,,,Mozelos,Mozelos,Amorim Holding II,,0,European Family Offices' Founders ,Europe,Portugal,linkedin.com/company/amorim-holding
f11985c3-a901-41f4-87ad-b97f422f91fb,Christo,Leventis,person,,,,,,,alpheuscapital.com,alpheuscapital.com,,,London,London,Alpheus Capital Limited,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/alpheus-capital-limited
f1c3e971-6508-46d7-a986-3f80ae7f74dc,Alexander Meyer,De,person,,,,,,,ljpartnership.com,ljpartnership.com,,,London,London,LJ Partnership,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/lj-partnership
f3cbb80a-e8a6-4b9f-8ae8-bba5f5299a79,Pierre-Edouard,Stérin,person,,,,,,,otiumcapital.com,otiumcapital.com,,,Paris,Paris,Otium Capital,,0,European Family Offices' Founders ,Europe,France,linkedin.com/company/otium-capital
fba0d473-101c-4f79-8663-bf5eee38d729,Max,Seyer,person,,,,,,,seyer-partner.com,seyer-partner.com,,,Vienna,Vienna,Seyer & Partner,,0,European Family Offices' Founders ,Europe,Austria,linkedin.com/company/seyer-&-partner-fo
fc04dfe3-517f-45a9-922f-f5e35c08f90a,Ken Stefano,De,person,,,,,,,reigcapital.com,reigcapital.com,,,Andorra,Andorra,Reig Capital,,0,European Family Offices' Founders ,Europe,Andorra,linkedin.com/company/reig-capital
fc9360bf-7e90-4da0-9442-0b602d0cfb87,Hussam,Otaibi,person,,,,,,,floreatgroup.com,floreatgroup.com,,,London,London,Floreat Family Office Services,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/floreat-group
fd9cb999-7258-4cd2-8109-e21382c3abdd,Alexander,Leyviman,person,,,,,,,atlant-capital.com,atlant-capital.com,,,Luxembourg,Luxembourg,Atlant Capital,,0,European Family Offices' Founders ,Europe,Luxembourg,-
ffa93f84-e374-487f-9e35-af3f24d96578,Rupert,Swallow,person,,,,,,,panthera.co.uk,panthera.co.uk,,,London,London,Panthera Private Office,,0,European Family Offices' Founders ,Europe,United Kingdom,-
ffd02541-75af-4624-987d-de9fd3af3f46,Christian Hernandez,,person,,,,,,,whitestarvc.com,whitestarvc.com,,,London,London,White Star Capital,,0,European Family Offices' Founders ,Europe,United Kingdom,linkedin.com/company/white-star-capital
