id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,Accelerator Duration (in weeks),Founders,LinkedIn,Number of Exits,Number of Investments,Number of Portfolio Organizations,Stage,Twitter
23ee46e7-4879-4997-a40b-54b2c28b10de,Axon Ventures,company,,A Corporate Venture Capital fund of Eurofarma,,https://www.axon.vc/,https://www.axon.vc/,,,,,Corporate Venture Arms,,,,,1,1,,
5fa18b8d-311a-4198-b229-e8f6ccd36a6c,AzurX,company,space@azurx.com,Space & Strategic Technologies,space@azurx.com,https://www.azurx.com/,https://www.azurx.com/,,,"Dubai, Dubai, United Arab Emirates","Dubai, Dubai, United Arab Emirates",Corporate Venture Arms,,Anna Hazlett,https://ae.linkedin.com/company/azurx,,1,1,"Early Stage Venture,Grant,Late Stage Venture,Private Equity,Venture",https://twitter.com/__azurx
f657a1da-f7d2-4f7f-b76f-06709f3d2125,Baidu Capital,company,,Baidu Capital is the venture arm of Baidu invests in mid-to-late projects in the pan-net field.,,https://www.baidu-venture.com,https://www.baidu-venture.com,,,,,Corporate Venture Arms,,Jenny Wu,https://www.linkedin.com/company/bv-baidu-venture/,4,15,15,Late Stage Venture,
6f94c132-ce90-41a8-bca0-b05c2c5ee234,Balt Financial Holdings,company,support@bfinancialholdings.com,Asset Management and Investment Company,support@bfinancialholdings.com,http://www.bfinancialholdings.com/,http://www.bfinancialholdings.com/,,,"Fareham, Hampshire, United Kingdom","Fareham, Hampshire, United Kingdom",Corporate Venture Arms,,,https://www.linkedin.com/company/bfinancials/,,,,"Crowdfunding,Early Stage Venture,Grant,Initial Coin Offering,Private Equity,Seed",
a5f7ca0e-61dd-4202-9300-3e609e91c42a,Banca Transilvania,company,,"Banca Transilvania is one of the leading banks in Romania, consistently ranked as one of the country's most trusted brands.",,https://www.bancatransilvania.ro/en,https://www.bancatransilvania.ro/en,,,"Cluj-napoca, Cluj, Romania","Cluj-napoca, Cluj, Romania",Corporate Venture Arms,,Horia Ciorcila,https://www.linkedin.com/company/banca-transilvania/,,2,2,,https://twitter.com/B_transilvania
d9ad1f58-29fe-4c22-8d6d-a722578f3e2b,Bankinter,company,,Bankinter is a commercial bank with a Venture Capital program investing in startups,,http://www.bankinter.com/,http://www.bankinter.com/,,,"Madrid, Madrid, Spain","Madrid, Madrid, Spain",Corporate Venture Arms,,HÃ©ctor Esteban Moreno,https://www.linkedin.com/company/bankinter,9,57,42,"Early Stage Venture,Late Stage Venture,Seed",https://www.twitter.com/bankinter
1dbadff5-5777-482f-bdd2-ce712b776a3a,Baranco,company,,The venture arm of George T Baran (Aerochamber),,,,,,,,Corporate Venture Arms,,,,,2,2,,
b8841b31-e4b3-4bc7-8a15-9806f787b1e4,Barclays Ventures,company,internetsecurity@barclays.co.uk,"Barclays Ventures is aiming to accelerate the growth of new business lines, and customer propositions around areas of disruptive technology",internetsecurity@barclays.co.uk,https://home.barclays/news/2019/2/barclays-uk-ventures--developing-business-models-for-the-future-/,https://home.barclays/news/2019/2/barclays-uk-ventures--developing-business-models-for-the-future-/,,,"London, England, United Kingdom","London, England, United Kingdom",Corporate Venture Arms,,Gregoire Pennec,https://www.linkedin.com/company/barclays-uk-ventures,1,13,13,Early Stage Venture,https://www.twitter.com/barclaysuknews
74ed4aed-a66a-4c81-b7ff-1b76c370d047,Barito Mitra Investama,company,,Barito Mitra Investama operates as an investment arm of the mining company Barito Mitra.,,,,,,"Jakarta, Jakarta Raya, Indonesia","Jakarta, Jakarta Raya, Indonesia",Corporate Venture Arms,,,,,1,1,Early Stage Venture,
b422f038-2e37-42b7-810f-06206bc4995a,BASF Venture Capital,company,,BASF Venture Capital is the corporate venture capital company of BASF Group.,,https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-companies/BASF_Venture-Capital.html,https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-companies/BASF_Venture-Capital.html,,,"Ludwigshafen, Rheinland-Pfalz, Germany","Ludwigshafen, Rheinland-Pfalz, Germany",Corporate Venture Arms,,,,12,78,58,,http://twitter.com/BASF
c097c859-cb43-46d2-89b2-bc05dfdaa08e,Bauer Venture,company,info@bauerventurepartners.vc,Bauer Venture is a venture capital firm that acts as a strategic investment arm of Bauer Media Group.,info@bauerventurepartners.vc,http://www.bauerventurepartners.vc/,http://www.bauerventurepartners.vc/,,,"Hamburg, Hamburg, Germany","Hamburg, Hamburg, Germany",Corporate Venture Arms,,Iskender Dirik,https://www.linkedin.com/company/bauer-venture-partners-gmbh,2,5,3,,
31f4ca89-6489-4a5b-baa6-cce9d41f580a,Bavarva Flock Limited,company,,A Next Generation Digital Energy Investment Firm,,https://www.linkedin.com/company/bavarva-flock/,https://www.linkedin.com/company/bavarva-flock/,,,"Köln, Nordrhein-Westfalen, Germany","Köln, Nordrhein-Westfalen, Germany",Corporate Venture Arms,,"Ratilal M. Bavarva, Sagar Ratilal Bavarva",https://www.linkedin.com/company/bavarva-flock/,,1,1,Venture,
6b03f1cb-a1b7-4179-8280-92b78368ba26,Baxalta Ventures,company,,"Baxalta Ventures is a biotech investment fund focused on novel therapeutics, medical technologies, and more.",,http://www.baxalta.co.uk/research-development/baxalta-ventures.page?,http://www.baxalta.co.uk/research-development/baxalta-ventures.page?,,,"Cambridge, Massachusetts, United States","Cambridge, Massachusetts, United States",Corporate Venture Arms,,,https://www.linkedin.com/company/baxalta,2,6,3,,
f0bf26e2-1fc7-4988-b286-9303924e8a11,BBVA Ventures,company,,BBVA Ventures provides funding and expertise to promising technology companies disrupting financial services.,,http://bbvaventures.com,http://bbvaventures.com,,,"San Francisco, California, United States","San Francisco, California, United States",Corporate Venture Arms,,,,6,11,9,"Early Stage Venture,Late Stage Venture",http://twitter.com/BBVAVentures
f12a7f29-9d81-4f0f-8ac8-994925ca1ada,BB Ventures,company,,BB Ventures is the Corporate Venture Capital (CVC) of Banco do Brasil (BB) managed by MSW Capital.,,https://www.bb.com.br/site/startups/,https://www.bb.com.br/site/startups/,,,,,Corporate Venture Arms,,,https://www.linkedin.com/company/bancodobrasil,,2,2,,
ca30c4c2-2f88-4d79-8370-76c59c2c69b8,BCF Ventures,company,info@bcfventures.vc,BCF Ventures is a Corporate VC Fund investing at the Seed/Series A stage in the future of B2B Cloud & SaaS Intelligent Enterprise startups,info@bcfventures.vc,https://bcfventures.vc/,https://bcfventures.vc/,,,"1100 Boulevard René-Lévesque O, Montréal, Québec CA","1100 Boulevard René-Lévesque O, Montréal, Québec CA",Corporate Venture Arms,,"Anne-Marie Boucher, Sergio A. Escobar",https://www.linkedin.com/company/bcfventures/,3,15,9,"Early Stage Venture,Seed",https://twitter.com/BCFventures
37f5e72f-0caa-43fa-b623-8347e079e0f2,BCS Capital,company,,BCS Capital is a UAE based investment arm of BCS.,,bcscapital.com,bcscapital.com,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",Corporate Venture Arms,,,,,5,5,"Late Stage Venture,Private Equity",
74316c18-cb49-44f1-8b0e-a1c066ddca4f,Bdc Thrive venture,company,,Bdc thrive venture invest in women-led technology companies to accelerate their growth and transform todayâ€™s markets.,,https://www.bdc.ca/en/bdc-capital/venture-capital/funds/thrive-platform/thrive-venture-fund-women,https://www.bdc.ca/en/bdc-capital/venture-capital/funds/thrive-platform/thrive-venture-fund-women,,,,,Corporate Venture Arms,,,,,1,1,Early Stage Venture,
4d436aa4-bbcf-4a53-b2fa-f03ea33c3f10,BDev Ventures,company,info@bdevventures.com,"BDev Ventures provides capital and accelerates B2B product and services companies, from seed to growth stages",info@bdevventures.com,https://www.bdevventures.com/,https://www.bdevventures.com/,,,"Mountain View, California, United States","Mountain View, California, United States",Corporate Venture Arms,,"Bruno Rovagnati, Matt Wilson, Nacho De Marco",https://www.linkedin.com/company/bdevventures/,1,20,20,"Early Stage Venture,Late Stage Venture,Seed,Venture",https://twitter.com/bdevventures
02807adf-2559-4657-b838-0339e8d8a753,BDMI,company,info@bdmifund.com,"BDMI is a New York-based venture capital firm focused on investments in digital media technologies, products, and distribution channels.",info@bdmifund.com,https://www.bdmifund.com/,https://www.bdmifund.com/,,,"New York, New York, United States","New York, New York, United States",Corporate Venture Arms,,"Keith Titan, Urs Cete",https://www.linkedin.com/company/bdmi,42,204,138,"Early Stage Venture,Late Stage Venture,Seed",http://twitter.com/BDMIFund
7450b7cb-5785-42d1-bd50-f48701071666,Beacon Venture Capital,company,,Corporate venture capital fund of KASIKORNBANK focusing on early and growth-stage technology companies,,http://beaconvc.fund,http://beaconvc.fund,,,"Bangkok, Krung Thep, Thailand","Bangkok, Krung Thep, Thailand",Corporate Venture Arms,,,https://www.linkedin.com/company/13349516,4,20,18,"Early Stage Venture,Late Stage Venture,Seed",
17aa969e-4595-4530-95b1-3c7de7b91235,Beiersdorf,company,,"Beiersdorf AG is a German personal-care company based in Hamburg, manufacturing personal-care products and pressure-sensitive adhesives.",,https://oscar-and-paul.com/venture-capital,https://oscar-and-paul.com/venture-capital,,,,,Corporate Venture Arms,,"Jacek Brozda, Paul Carl Beiersdorf",,1,6,6,Early Stage Venture,https://www.twitter.com/beiersdorf_ag
5a424dca-3c22-4495-a75c-81fc6fda1694,Beijing Electronics Zone Investment and Development,company,bez@bez.com.cn,BEZ is a company specialized in development management and operation services of technology industrial park.,bez@bez.com.cn,http://www.bez.com.cn,http://www.bez.com.cn,,,"Beijing, Beijing, China","Beijing, Beijing, China",Corporate Venture Arms,,,https://www.linkedin.com/company/beijing-electronic-zone-investment-and-development-co-ltd,1,1,1,,
d63ef366-a678-49ad-8d3c-f9e128512967,Beijing Xiaomi Manufacturing Equity Investment,company,,Beijing Xiaomi Manufacturing Equity Investment is an investment arm of Xiaomi.,,,,,,,,Corporate Venture Arms,,,,,1,1,,
d50d23b8-cf65-4a94-928a-8a2bdc6ae6e4,Beijing Zhaohui Capital Partners,company,,Beijing Zhaohui Capital Partners is an investmnent firm that offers venture capital and funding to companies.,,,,,,,,Corporate Venture Arms,,Yue Zhang,,,2,2,"Early Stage Venture,Seed,Venture",
29de88b6-b9ff-4042-b79c-6184ac9de035,Belcorp Ventures,company,cvc@belcorp.biz,Belcorp Ventures is a Investment arm of Latin American beauty corporation Belcorp,cvc@belcorp.biz,https://www.belcorpventures.com/,https://www.belcorpventures.com/,,,"Lima, Lima, Peru","Lima, Lima, Peru",Corporate Venture Arms,,,,,4,4,,
b975d2d1-6a7e-4ac8-835b-5d06fa97332a,Bell Mobility Investments,company,,"Bell Mobility Investments Inc. is out of business. It was a venture capital arm of the Bell Mobility, Inc. specializing in early stage",,,,,,,,Corporate Venture Arms,,,,3,5,4,,
7b00d172-9e7f-42ca-b67e-c049c35b4510,Bentley Systems,company,info@bentley.com,Bentley Systems is an infrastructure engineering software company that provides innovative software sustaining.,info@bentley.com,http://www.bentley.com,http://www.bentley.com,,,"Exton, Pennsylvania, United States","Exton, Pennsylvania, United States",Corporate Venture Arms,,"Greg Bentley, Keith Bentley",http://www.linkedin.com/company/bentley-systems,,3,3,"Early Stage Venture,Seed,Venture",http://twitter.com/BentleySystems
be5f8ec8-c894-449a-ab9d-954a56e7cbda,Berliner Volksbank Ventures,company,idea@volksbank-ventures.berlin,Berliner Volksbank Ventures is the corporate venture capital fund of the berliner volksbank.,idea@volksbank-ventures.berlin,http://www.volksbank-ventures.berlin/,http://www.volksbank-ventures.berlin/,,,"Berlin, Berlin, Germany","Berlin, Berlin, Germany",Corporate Venture Arms,,,https://www.linkedin.com/company/berlinervolksbankventures/,3,15,11,"Early Stage Venture,Seed",
faeb73e3-f52e-4f62-ac92-63fd28d5adeb,Bertelsmann India Investments,company,,"Bertelsmann India Investments is an investment firm that invests in companies in the digital, education, media, and services sectors.",,http://www.biifund.com,http://www.biifund.com,,,"Abcoude, Utrecht, The Netherlands","Abcoude, Utrecht, The Netherlands",Corporate Venture Arms,,Rohit Sood,https://www.linkedin.com/company/bertelsmann_india_investments/,2,44,20,Early Stage Venture,https://twitter.com/biifund?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
44cafb62-9b0e-44cc-8173-31d7ea78aaa8,Bertelsmann Investments,company,info@bertelsmann.de,The Bertelsmann Investments division pools Bertelsmann's holdings in startups around the world.,info@bertelsmann.de,https://www.bertelsmann-investments.com/,https://www.bertelsmann-investments.com/,,,"Gütersloh, Nordrhein-Westfalen, Germany","Gütersloh, Nordrhein-Westfalen, Germany",Corporate Venture Arms,,,,,11,11,,
fc56355e-bddd-41ff-be2d-0c0c731cbf10,BG Ventures,company,,BG Ventures is a corporate venture capital of the Beauty Garage Group.,,https://www.bgventures.jp/,https://www.bgventures.jp/,,,"Setagaya, Tokyo, Japan","Setagaya, Tokyo, Japan",Corporate Venture Arms,,,,,3,3,,
1babc6c4-c82c-4587-a7a1-05231ca962e4,Bharath Corp House,company,bharathcorp@cherryholding.com,A technology-oriented investment fund enabling entrepreneurs with capital and expertise.,bharathcorp@cherryholding.com,https://bharathcorp.com/,https://bharathcorp.com/,,,,,Corporate Venture Arms,,,,1,2,2,,
149f912b-9d47-45f7-a386-7542ade4b9c6,Bialla Venture Partners,company,,"Bialla Partners, an executive search and management consulting firm, offers equity capital to startups and early-stage companies in the U.S.",,https://www.bialla.com/bialla-venture-partners,https://www.bialla.com/bialla-venture-partners,,,"Severna Park, Maryland, United States","Severna Park, Maryland, United States",Corporate Venture Arms,,,https://www.linkedin.com/company/bialla-&-associates,3,10,9,,
a3673ca5-399c-40bb-8a3d-e11769ed3642,BillerudKorsnÃ¤s Venture,company,,BillerudKorsnÃ¤s Venture invests in startups that will define tomorrowâ€™s packaging solutions.,,https://www.billerudkorsnas.com,https://www.billerudkorsnas.com,,,,,Corporate Venture Arms,,,https://www.linkedin.com/company/billerudkorsn-s-ab,,6,6,"Early Stage Venture,Late Stage Venture,Seed,Venture",https://www.twitter.com/billerudkorsnas
2ee2a80d-8fcc-4714-8294-f41254c3d500,Bimbo Ventures,company,,Bimbo Ventures is the venture capital arm of Grupo Bimbo SAB de CV.,,https://grupobimbo.com/es/innovacion-en-grupo-bimbo/bimbo-ventures,https://grupobimbo.com/es/innovacion-en-grupo-bimbo/bimbo-ventures,,,,,Corporate Venture Arms,,,,,2,2,"Early Stage Venture,Late Stage Venture",
9baaa429-8cff-47ef-8bdb-fa314630baa4,Biotech Insight Ventures,company,,Biotech Insight Venture Partners is the venture capital investment arm of Biotech Insight Management.,,,,,,"Pebble Beach, California, United States","Pebble Beach, California, United States",Corporate Venture Arms,,,,,5,2,Early Stage Venture,
bbfe1e1f-24e5-43c6-a12b-dfb49155b5b8,BITO CAMPUS,company,,"The BITO CAMPUS stands for innovation, technology, logistics, exchange and cooperation.",,https://www.bito-campus.de/,https://www.bito-campus.de/,,,"Meisenheim, Rheinland-Pfalz, Germany","Meisenheim, Rheinland-Pfalz, Germany",Corporate Venture Arms,,,https://de.linkedin.com/company/bito-campus,,4,4,"Early Stage Venture,Seed",
dde7ab7a-2373-4458-ad2c-b46b0bec75fb,Black Silver Capital,company,info@blacksilvercapital.co.za,"Black Silver Capital is a private equity, venture capital, investment, and advisory firm focused on angel and seed-stage startups.",info@blacksilvercapital.co.za,https://blacksilvercapital.co.za/,https://blacksilvercapital.co.za/,,,,,Corporate Venture Arms,,Phillip Sebole Masango,https://www.linkedin.com/company/black-silver-capital,,7,5,"Debt,Early Stage Venture,Late Stage Venture,Post-Ipo,Private Equity,Secondary Market,Seed,Venture",
91c55921-388d-4bf3-b6b3-a661157bb1f3,BledsoeSquared,company,,"BledsoeSquared is the investment arm for Bledsoe Collective, Inc.",,,,,,,,Corporate Venture Arms,,Jaylen Bledsoe,,,1,1,,
175a8c39-8a5e-4709-b68c-6688a7aa1dfa,BlueBox Ventures,company,monica.campos@blueboxmx.com,BlueBox Ventures seeks to invest in startups based in Latin America that operates in the technology sector.,monica.campos@blueboxmx.com,http://www.blueboxmx.com,http://www.blueboxmx.com,,,,,Corporate Venture Arms,,"Alejandro Cortes, Gustavo Huerta",https://www.linkedin.com/company/blueboxmx/,,5,5,"Early Stage Venture,Seed",https://www.twitter.com/blueboxmx
ba0cd276-a2a3-4287-9ba1-cdb492568aee,BlueCross BlueShield Venture Partners,company,,Blue Venture Fund is a corporate venture fund program to which twenty-nine BCBS entities have committed over $500 million across three funds,,http://www.bcbsvp.com,http://www.bcbsvp.com,,,"Chicago, Illinois, United States","Chicago, Illinois, United States",Corporate Venture Arms,,,https://www.linkedin.com/company/the-blue-venture-fund,21,87,52,"Early Stage Venture,Late Stage Venture,Private Equity,Seed",
63dc5eb5-98fc-40ff-b271-47afca60d6e5,BLX,company,,BLX offers a broad spectrum of expedited services to customers.,,https://www.shipblx.com/,https://www.shipblx.com/,,,,,Corporate Venture Arms,,Josh Polansky,https://www.linkedin.com/company/shipblx,,1,1,Early Stage Venture,
b6c7eb02-3cb2-4a23-9266-b74a901f535d,BMJ New Ventures,company,,BMJ New Ventures is the investment arm of BMJ.,,https://www.bmj.com/company/bmj-new-ventures-2021,https://www.bmj.com/company/bmj-new-ventures-2021,,,"London, England, United Kingdom","London, England, United Kingdom",Corporate Venture Arms,,,https://www.linkedin.com/company/bmj-group,,1,1,Early Stage Venture,
220fccd3-2073-48a9-9e56-d7b4f88ede36,BMW i Ventures,company,,BMW i Ventures focuses on BMWâ€™s current and future business in the technology and service space.,,https://www.bmwiventures.com/,https://www.bmwiventures.com/,,,"Mountain View, California, United States","Mountain View, California, United States",Corporate Venture Arms,,,https://www.linkedin.com/company/bmw-i-ventures,19,112,73,"Early Stage Venture,Late Stage Venture,Seed",https://twitter.com/bmwiventures
4268e781-d6d8-4bf0-98b3-2167c4712011,BNY Mellon,company,,"BNY Mellon is an investment company that provides investment management, investment services, and wealth management services.",,http://www.bnymellon.com,http://www.bnymellon.com,,,"New York, New York, United States","New York, New York, United States",Corporate Venture Arms,,"Aaron Burr, Alexander Hamilton, Thomas Mellon",http://www.linkedin.com/company/bny-mellon,5,44,33,,http://twitter.com/bnymellon
62cb9f2d-ead5-4bdc-8a6c-6c8b1c47dce5,Boehringer Ingelheim Venture Fund,company,,Boehringer Ingelheim Venture Fund intends to invest in groundbreaking therapeutic approaches and technologies.,,http://www.boehringer-ingelheim-venture.com,http://www.boehringer-ingelheim-venture.com,,,"Ingelheim Am Rhein, Rheinland-Pfalz, Germany","Ingelheim Am Rhein, Rheinland-Pfalz, Germany",Corporate Venture Arms,,,,8,83,49,"Early Stage Venture,Seed",
9712c89a-437e-4699-800f-b0584e890725,Boeing HorizonX Ventures,company,horizonx@boeing.com,HorizonX Ventures is the venture capital arm of Boeing. The firm primarily invests in late seed through mid/growth stage companies.,horizonx@boeing.com,http://www.boeing.com/company/key-orgs/horizon-x/ventures/,http://www.boeing.com/company/key-orgs/horizon-x/ventures/,,,"Chicago, Illinois, United States","Chicago, Illinois, United States",Corporate Venture Arms,,,https://www.linkedin.com/company/boeing/,4,34,28,"Convertible Note,Early Stage Venture,Late Stage Venture,Seed",https://twitter.com/intent/follow?source=followbutton&variant=1.0&screen_name=Boeing
ae0f2b46-5bd6-49ec-aea3-f175e09a83be,BollorÃ© Group,company,,BollorÃ© provides transportation and logistics services relating to sea and air transportation networks.,,http://www.bollore.com/,http://www.bollore.com/,,,,,Corporate Venture Arms,,,https://www.linkedin.com/company/bollore/,1,1,1,,
4cd7eb6e-92b1-42b7-8438-aaf6ead92d2e,Bonnier Ventures,company,bv@bonnier.se,Bonnier Ventures is the venture arm of media group Bonnier.,bv@bonnier.se,https://www.bonnierventures.com/,https://www.bonnierventures.com/,,,"Stockholm, Stockholms Lan, Sweden","Stockholm, Stockholms Lan, Sweden",Corporate Venture Arms,,,https://www.linkedin.com/company/11392105/,9,51,38,"Early Stage Venture,Late Stage Venture,Seed",https://twitter.com/bonnierventures
7df7a2d0-69dc-426e-8b4e-a5cd1d77ca89,Booz Allen Ventures,company,,"Founded in 2022, Booz Allen Ventures is the corporate venture arm of Booz Allen Hamilton based in McLean, Virginia.",,https://www.boozallen.com/expertise/innovation/ventures.html,https://www.boozallen.com/expertise/innovation/ventures.html,,,"Menlo Park, USA","Menlo Park, USA",Corporate Venture Arms,,,,,5,5,,
ec05a3cd-b5c9-41df-a113-a6a2205cbe9f,Bosch Ventures,company,info.rbvc@de.bosch.com,Robert Bosch Venture Capital GmbH (Bosch Ventures) is the corporate venture capital company of the Bosch Group.,info.rbvc@de.bosch.com,http://us.bosch.com,http://us.bosch.com,,,"Stuttgart, Baden-Wurttemberg, Germany","Stuttgart, Baden-Wurttemberg, Germany",Corporate Venture Arms,,,https://www.linkedin.com/company/robert-bosch-venture-capital/,23,127,76,"Early Stage Venture,Late Stage Venture,Seed",
ac7b2db2-96e3-49d0-8bb3-e3e7e27e8fef,Bose Ventures,company,,Bose Ventures is a investment firm.,,https://bose.ventures/,https://bose.ventures/,,,"Framingham, Massachusetts, United States","Framingham, Massachusetts, United States",Corporate Venture Arms,,,https://www.linkedin.com/showcase/bose-ventures/,5,20,15,Early Stage Venture,
28bfd4f7-f1d6-4506-ab91-0ad6cea4da02,Bouygues Construction corporate venture,company,,Bouygues Construction corporate venture,,,,,,,,Corporate Venture Arms,,,,,4,4,,
e0b0c9a0-07ab-47d2-a960-6fac9e023b9a,BPW Bergische Achsen,company,,Die BPW Bergische Achsen Kommanditgesellschaft is a global Supplier for Commercial Vehicle  as of mobility and logistic solutions,,https://www.bpw.de/en,https://www.bpw.de/en,,,"Wiehl, Nordrhein-Westfalen, Germany","Wiehl, Nordrhein-Westfalen, Germany",Corporate Venture Arms,,,https://de.linkedin.com/company/bpw-bergische-achsen-kg,,1,1,Early Stage Venture,
2ce072e9-6f9f-45cd-b190-f6a5c384db13,Brand Capital,company,sf@brandcapital.co.in,"Over ten years, Brand Capital has partnered in the building of over 850+ indigenous brands.",sf@brandcapital.co.in,http://brandcapital.co.in/#,http://brandcapital.co.in/#,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",Corporate Venture Arms,,,https://www.linkedin.com/company/brand-capital-india,100,587,563,"Early Stage Venture,Late Stage Venture,Private Equity,Seed",http://twitter.com/BrandCapital1
ab82010a-14bc-47ec-8487-565ceeef14fd,Brand Capital International,company,contact@brandcapitalus.com,"Brand Capital International, headquartered in the US, is a unit of the strategic investment arm of the Times Group of India.",contact@brandcapitalus.com,https://www.brandcapitalus.com/,https://www.brandcapitalus.com/,,,"Redwood City, California, United States","Redwood City, California, United States",Corporate Venture Arms,,"Neville Taraporewalla, Piyush Puri",https://www.linkedin.com/company/brandcapitalint/,3,20,20,"Convertible Note,Early Stage Venture,Late Stage Venture,Seed,Venture",https://twitter.com/brandcapitalint
cb1cc9f9-6cf8-47ae-8458-68aeeda5de96,Branded Hospitality Ventures,company,info@brandedstrategic.com,"Branded Hospitality Ventures is an investment & advisory platform focused on food service & hospitality tech, emerging brands, unique F&B.",info@brandedstrategic.com,http://brandedstrategic.com,http://brandedstrategic.com,,,"New York, New York, United States","New York, New York, United States",Corporate Venture Arms,,"Dean Palin, Jeff Mann, Jimmy Frischling, Michael Schatzberg",https://www.linkedin.com/company/branded-hospitality-ventures,2,41,36,"Convertible Note,Early Stage Venture,Seed,Venture",
8935652f-57ae-45fc-9bd4-25e2e80d07a0,Brandtech Ventures,company,hello@thebrandtechgroup.com,"Brandtech Ventures is the venture investment arm of The Brandtech Group (formerly You & Mr Jones), a marketing technology group.",hello@thebrandtechgroup.com,https://thebrandtechgroup.com/,https://thebrandtechgroup.com/,,,"New York, New York, United States","New York, New York, United States",Corporate Venture Arms,,David Jones,https://www.linkedin.com/company/the-brandtech-group/,10,33,25,"Early Stage Venture,Seed",https://www.twitter.com/brandtechgroup
4599422d-cf4c-4715-ae29-3f69458ed3c3,Breed Reply,company,info@breedreply.com,Breed Reply is Europe's active operational investors for early-stage companies delivering 'internet of things' solutions.,info@breedreply.com,https://www.reply.com/breed-reply/en/,https://www.reply.com/breed-reply/en/,,,"38 Grosvenor Gardens London SW1W 0EB, UK","38 Grosvenor Gardens London SW1W 0EB, UK",Corporate Venture Arms,52,Tim Stone,https://www.linkedin.com/company/breed-reply,4,38,22,"Early Stage Venture,Seed",https://twitter.com/breedreply
4be3e057-e97f-4eb9-818e-3bc8c142a43c,Brembo Ventures,company,,Brembo Ventures aims to invest in the best startups and accelerate innovation.,,https://www.brembo.com/en/,https://www.brembo.com/en/,,,"Stezzano, Lombardia, Italy","Stezzano, Lombardia, Italy",Corporate Venture Arms,,,https://www.linkedin.com/company/brembo-s-p-a/?originalSubdomain=it,,2,2,"Early Stage Venture,Seed",https://twitter.com/BremboBrakes
126973cf-5710-47ab-8013-c35965a571de,Brex Venture Debt,company,,"Brex Venture Debt is designed for early-stage, venture-backed technology companies.",,https://www.brex.com/product/venture-debt/,https://www.brex.com/product/venture-debt/,,,,,Corporate Venture Arms,,,https://www.linkedin.com/company/brexhq,,1,1,"Debt,Early Stage Venture",
f389aedb-67e1-4b41-a37b-3aca95b8c854,Bridford Investments,company,,Bridford Investments,,https://www.linkedin.com/showcase/bridford-investments-limited,https://www.linkedin.com/showcase/bridford-investments-limited,,,"London, England, United Kingdom","London, England, United Kingdom",Corporate Venture Arms,,,,,7,4,,
273664f4-3dda-4232-9350-fa6895f63866,Bright Pixel,company,,"Venture capital company with a global aim, financially driven and oriented to make businesses prosper.",,https://brpx.com/,https://brpx.com/,,,,,Corporate Venture Arms,,,https://www.linkedin.com/company/brightpixelcapital/,13,71,56,"Convertible Note,Early Stage Venture,Late Stage Venture,Private Equity,Seed",https://twitter.com/brpxcapital
50e7a806-e403-4b97-b9da-9c124a77e2a5,BRI Ventures,company,,BRI Ventures is a corporate venture capital firm that invests and scales in high-potential startups.,,https://www.briventures.id,https://www.briventures.id,,,"Jakarta, Jakarta Raya, Indonesia","Jakarta, Jakarta Raya, Indonesia",Corporate Venture Arms,,Nicko Widjaja,https://www.linkedin.com/company/briventures,,32,25,Early Stage Venture,
78165bb7-d895-468a-ad51-56abab8596d7,Broad Gongga Investment,company,,Broad Gongga Investment is a subsidiary of Boyu Capital.,,,,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",Corporate Venture Arms,,,,1,2,1,,
99f01d39-c4ca-4053-b9e0-096cfd3deabb,Broadway Video Ventures,company,,"Broadway Video Ventures invests across the media, entertainment, and technology sectors.",,http://www.broadwayvideo.com/ventures,http://www.broadwayvideo.com/ventures,,,"New York, New York, United States","New York, New York, United States",Corporate Venture Arms,,Lorne Michaels,https://www.linkedin.com/company/broadway-video,7,14,14,Early Stage Venture,https://www.twitter.com/broadwayvideo
a7305d25-94d1-4fb4-beda-d74ea5389020,Brose Ventures,company,brose.venture@brose.com,Brose Ventures invests in next-generation technologies and business models to shape the future of mobility.,brose.venture@brose.com,https://www.brose.com/de-de/,https://www.brose.com/de-de/,,,"Berlin, Berlin, Germany","Berlin, Berlin, Germany",Corporate Venture Arms,,,,,1,1,"Early Stage Venture,Seed",
be1c6b98-220c-4180-92b7-7b9c81e90002,Bryker,company,bkerdman@bryker.com,"Supports financial information technology (Fintech) companies by providing capital, strategy and operational experience.",bkerdman@bryker.com,https://bryker.com/,https://bryker.com/,,,,,Corporate Venture Arms,,Bryan W. Kerdman,,,4,3,Early Stage Venture,
3cf76288-53b5-4ef7-8a1e-854e63db2a8e,Btomorrow Ventures,company,contact@btomorrowv.com,Btomorrow Ventures is a venture capital company.,contact@btomorrowv.com,https://www.btomorrowv.com,https://www.btomorrowv.com,,,"London, England, United Kingdom","London, England, United Kingdom",Corporate Venture Arms,,"Alexandra Prosszer, Lisa Smith, Lukasz Garbowski",https://www.linkedin.com/company/btomorrow-ventures,2,38,20,Early Stage Venture,
