id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,Investor Type,Region Invested,Stage Invested,Thesis,Ticket Size Sweetspot,Value add
f3aa5a59-f942-4571-b845-e996ffba41fe,Palm Drive Capital,company,,"Financial Services, Venture Capital",,palmdrive.vc,palmdrive.vc,,,,,100 VC firms Investing In SaaS,Venture Capital,"West Europe,United Kingdom,North America,South America,Singapore,Nigeria,Pakistan,United Arab Emirates,Algeria,Taiwan","Series A,Series B,Seed",We invest in software companies using software to solve niche problems for huge markets in developed economies or companies executing a proven business model in emerging markets. Our sweet spot is around ~$1m ARR growing 100% YoY,$250k - $10M,"Hiring, Strategic Intros, Fundraising "
2c34a737-8b2a-4d24-84f0-d6eae61c1aaf,Peak,company,,,,https://peak.capital/,https://peak.capital/,,,,,100 VC firms Investing In SaaS,Venture Capital,"West Europe,North Europe,South Europe,East Europe","Series A,Seed,Pre-Seed","We invest in early-stage SaaS, marketplace, and platform companies ran by kick-ass teams (excuse the french). We focus on SaaS, marketplace, and platform models, rather than particular industry verticals. What makes these models tick, and how to scale them across stages of maturity, verticals, or borders, is our expertise.",€250k - €4M,"As we are fully funded and ran by entrepreneurs, we are active and boots-on-the-ground partners."
3fc7a973-3ace-4a93-8861-685c90694c6e,Prime Ventures,company,,,,www.primeventures.com,www.primeventures.com,,,,,100 VC firms Investing In SaaS,Venture Capital,"West Europe,North Europe,South Europe,East Europe","Series A,Series B,Series C",Investing in high growth European technology companies ,€10-25m,"20+ year track record, experience and network. "
28a850bb-adc3-449f-99eb-b7707d5144a5,Private Angel,company,,,,,,,,,,100 VC firms Investing In SaaS,"Private Equity,Angel",West Europe,Seed,,,
e824c458-1412-4e79-829a-fdcced722a9b,PROfounders Capital,company,,,,https://www.profounderscapital.com/,https://www.profounderscapital.com/,,,,,100 VC firms Investing In SaaS,Venture Capital,"West Europe,North Europe,South Europe,East Europe",Seed,"PROfounders Capital is a London-based venture capital firm focused on investing in early-stage technology-enabled businesses across Europe. We have the great privilege of being backed by a group of experienced investment partners who have collectively founded, built and exited some of Europe's most successful technology businesses. We invest in companies that use technology to fix broken customer experiences across b2b and b2c models. ",€500k - €2.5m,High conviction investor with a concentrated portfolio. We want to be a strategic sounding board to founders and support them by maximising their chances of raising their next round.
d75af00d-8168-437d-8d2c-d9911542d19a,QNBEYOND Ventures,company,,We partner with audacious teams to take financial services beyond.,,https://www.qnbeyondventures.com/,https://www.qnbeyondventures.com/,,,,,100 VC firms Investing In SaaS,CVC,"West Europe,North America,East Europe","Series A,Seed,Pre-Seed",,500000 USD,
c0f08257-e6d8-481b-9e50-49b320385244,Qualgro Partners,company,,,,https://qualgro.com/,https://qualgro.com/,,,,,100 VC firms Investing In SaaS,Venture Capital,"India,Asia-Pacific,Singapore,Indonesia,Australia,Australasia,New Zealand,Vietnam,Philippines,Malaysia,Thailand","Series A,Series B","Qualgro is a Venture Capital fund based in Singapore, investing mainly in B2B tech startup firms in Data, SaaS and AI, supporting talented entrepreneurs with regional or global growth ambition. Qualgro invests in startups across Southeast Asia, Australia/NZ, primarily at Series A & B.",USD 2 to 5 Million,"Qualgro provides active support to our portfolio companies across several dimensions. Examples include:

* Company strategy (Strategic planning and new growth areas)
* Organisation (Advise on processes required to scale organization effectively, culture building, recruiting senior hires)
* Sales & Business development (Connect companies with potential business partners, guide and facilitate business partnership discussions where necessary)
* Fundraising (Introduce potential investors, advise on fundraising strategy and tactics, terms)
* International / business expansion (Introduction to key contacts (customers, potential new hires, etc.), new country expansion"
6ac9664a-3ed2-4481-861d-7d828ca53059,RapidWage,company,,,,www.rapidwage.com,www.rapidwage.com,,,,,100 VC firms Investing In SaaS,Angel,"West Europe,South Africa","Series A,Seed",Impact Investment,,
0be04d48-cb03-42f3-b1db-2e80b277305e,RevTek Capital,company,,,,revtekcapital.com,revtekcapital.com,,,,,100 VC firms Investing In SaaS,RBF,North America,"Series A,Seed",Growth Capital without Dilution,"$1,000,000",Deep bench of seasoned finance execs and entrepreneurs to help guide growth
5734c8ba-e42f-46ef-9041-5ff45e069de2,Ring Capital,company,,,,ringcp.com,ringcp.com,,,,,100 VC firms Investing In SaaS,"Venture Capital ,Private Equity",France,"Series A,Series B,Series C",,from 1 to 8 millions euros,Support on impact and growth
e46d833d-eca3-424c-a750-7a38160cf8ef,Riverwood Capital,company,,Riverwood Capital invests in technology companies in need of financial and intellectual capital to scale.,,https://www.riverwoodcapital.com/,https://www.riverwoodcapital.com/,,,,,100 VC firms Investing In SaaS,,"West Europe,North America,South America,Asia-Pacific,North Europe,South Europe,East Europe","Series B,Series C,Series D+",,$25-150M,
9153cae9-cf52-4cf3-a694-9814bac25584,SaaSholic Fund,company,,,,Https://saasholic.com,Https://saasholic.com,,,,,100 VC firms Investing In SaaS,"Angel,Micro VC","North America,South America","Series A,Seed,Pre-Seed",SaaS & High frequency marketplace.,200000,"- GTM experts
- Fundraising support
- Internationalization "
43f674f5-0ed9-48dd-a8b3-701e73f1fb94,seed+speed Ventures,company,,,,https://www.seedandspeed.com/,https://www.seedandspeed.com/,,,,,100 VC firms Investing In SaaS,Venture Capital,"Germany,Austria,Switzerland","Seed,Pre-Seed",We invest in B2B Software companies in the DACH region. ,200-400k,We offer B2B sales support to our portfolio companies as part of a free sales package. 
87b06818-e383-45ea-96a7-4c402b362ea1,Sequoia,company,,,,https://www.sequoiacap.com/india/,https://www.sequoiacap.com/india/,,,,,100 VC firms Investing In SaaS,Venture Capital,North America,"Series A,Series B,Pre-Seed",,112,
8cbc5d22-a55a-4782-9f11-17f7deb5cb17,SET Ventures,company,,,,www.setventures.com,www.setventures.com,,,,,100 VC firms Investing In SaaS,Venture Capital,"West Europe,North Europe,South Europe,East Europe","Series A,Series B,Seed",Digital technologies accelerating the energy system transition.,EUR 1-6 M,
1de72078-686a-4699-9de4-e18b11f1829c,Shilling,company,,"Angel Investment, Venture Capital",,shilling.vc,shilling.vc,,,,,100 VC firms Investing In SaaS,Venture Capital,"West Europe,North Europe,South Europe,East Europe","Seed,Pre-Seed","sector agnostic (no hardware, nor life-sciences). tech-based ventures. global markets ambition. ",250-1000K,All partners are fomer founders with exits; 50 LPs that are also experienced operators ready to support the Port Cos; Profit sharing model with the Port Cos. 
d19e38fa-0dc6-48ca-9dd6-a2eef5596552,Silvr,company,,,,https://www.silvr.co/,https://www.silvr.co/,,,,,100 VC firms Investing In SaaS,RBF,"West Europe,Germany,France,Spain,Italy,Belgium,Netherlands,Luxembourg","Series A,Series B,Series C,Seed,Pre-Seed",,10k€ to 10M€,
e12f2acd-3d8c-4668-bda6-6808b2fc45e5,Speciale Invest,company,,,,https://www.specialeinvest.com/,https://www.specialeinvest.com/,,,,,100 VC firms Investing In SaaS,"Venture Capital ,Micro VC","India,North America,South America,Asia-Pacific,Singapore","Seed,Pre-Seed","Enterprise Software & SaaS (DevTools, API, Cloud Infra & AI/ML)",$100k - $500k,"Customer Intros, Hiring & Follow-on capital"
c44e3175-30fd-49f9-8dd4-d9516e5279ca,Startup Den,company,,,,,,,,,,100 VC firms Investing In SaaS,"Venture Capital ,Angel,Private Equity,Micro VC","West Europe,North America,North Europe,East Europe",Pre-Seed,looking for fast growing but early stage SaaS to invest in,20000,2 time founder myself. Marketplaces but with SaaS elements
b8a58506-8ddc-4d9f-ae70-3bafd7afb93d,Sure Valley Ventures,company,,,,https://surevalleyventures.com/,https://surevalleyventures.com/,,,,,100 VC firms Investing In SaaS,,,Seed,,,
922a3a52-46da-41f1-806a-8cda61106e7b,Systema,company,,Chris Archer Personal Portfolio,,Systemanova.vc,Systemanova.vc,,,,,100 VC firms Investing In SaaS,Venture Capital,"West Europe,United Kingdom,India,South America,Asia-Pacific,North Europe,South Europe,East Europe,Nigeria,Mexico,Pakistan,United Arab Emirates,Oman","Seed,Pre-Seed","Early stage fintech, proptech, legaltech, deeptech & climate",USD 200k,"sales acceleration, product, GTM"
aa406cec-8876-46e5-bb8a-af3715ca4dcd,Taptrove Ventures,company,,,,https://taptrove.com/,https://taptrove.com/,,,,,100 VC firms Investing In SaaS,Venture Capital,"Germany,France,Belgium,Netherlands,Luxembourg,Denmark,Sweden,Finland","Series A,Seed",WorkTech / Future of Work investors,€1-5 million,Hands-on investors with strong strategic connections with global HR/staffing companies; +35 years of combined experience investing and scaling startups across borders
0f30de49-3152-468b-990c-95c0ada191fe,Target Global,company,,Target Global is a venture capital firm that invests in tech companies across all stages of their lifecycle.,,http://targetglobal.vc/,http://targetglobal.vc/,,,,,100 VC firms Investing In SaaS,Venture Capital,"West Europe,Israel,Central African Rep,United Kingdom","Series A,Series B,Series C",,,
fdfe7c24-7007-448f-be57-4b7ef5d38b7b,TempoCap,company,,,,https://www.tempocap.com,https://www.tempocap.com,,,,,100 VC firms Investing In SaaS,"Venture Capital ,Private Equity","West Europe,North Europe,South Europe,East Europe","Series B,Series C,Series D+",Growth equity investors specialising in providing liquidity through secondary,$5-$30m,"Business development, hiring support, strategy, governance"
59df6670-c8cd-4f19-9176-100cf6b16def,Tribal.vc,company,,,,http://tribal.vc,http://tribal.vc,,,,,100 VC firms Investing In SaaS,Venture Capital,West Europe,,Early stage SaaS - helping portfolio companies to scale. ,500k to 2M,Experience from investing in over 30 software business from seed to growth. 
fe50683e-4ab0-4a49-af69-89a0123440dc,Triple Point Ventures,company,,,,triplepoint.vc,triplepoint.vc,,,,,100 VC firms Investing In SaaS,Venture Capital,West Europe,"Series A,Seed,Pre-Seed","B2B software across fintech, health, SaaS & infra, and climate.",£500k-1mn,B2B software specialists
011a49dd-9dc2-42ed-98ca-d401faea1276,Vitt,company,,,,vitt.sh,vitt.sh,,,,,100 VC firms Investing In SaaS,RBF,United Kingdom,"Series A,Series B,Series C,Seed,Pre-Seed,Series D+","We offer fast, non-dilutive, revenue-based financing for growing SaaS companies.
We pay out an entire year of your monthly recurring revenues upfront, and you repay us when your customers pay each month. It takes 10 minutes to sign up and we will give you a decision in <24 hours. ",£50k - £500k,
a13d8749-47b9-48c4-be87-dd016b97c720,Volta Ventures,company,,,,https://www.volta.ventures/,https://www.volta.ventures/,,,,,100 VC firms Investing In SaaS,Venture Capital,"Belgium,Netherlands,Luxembourg","Series A,Seed,Pre-Seed",,€300k to €2M in a first round,
50955de5-b5e6-4657-826a-5b0a9afaa5ff,Volution,company,,,,https://volution.vc/,https://volution.vc/,,,,,100 VC firms Investing In SaaS,Venture Capital,United Kingdom,"Series A,Series B","We back ambitious Fintech and SaaS businesses, ready to accelerate their growth to Series B and beyond.",1.5,"We are a team of founders and business builders: we have been on the journey. We're building a community of founders aligned to grow together. Our Partners and Entrepreneurs in Residence are on hand to support and advise on go-to-market strategies, leadership, fundraising, partnerships and marketing and comms. We pay it forward with our profit sharing schemes: collaborative carry and carbon carry. We build together, build community and build better. "
3aafea1c-897f-4ab3-9e57-db605d8a9c6b,Weekly Once,company,,,,https://weeklyonce.com/,https://weeklyonce.com/,,,,,100 VC firms Investing In SaaS,"Venture Capital ,Angel",India,"Series A,Seed,Pre-Seed",,,
