id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,Fund size,Last fund,Notable LPs
91b35f2b-8960-432e-9ae0-e0fd6b911b1d,EKA Ventures,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€80,000,000",2020,"British Business Bank, BSC, Isomer Capital, Guys and St Thomas Foundation, Planet First Partners, Draper Esprit, Snowball"
166062db-b4e3-414a-b585-27edd94c9898,Elaia Delta Fund,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€150,000,000",2017,"European Investment Fund (EIF), Bpifrance, Sabadell Asset Management, MGEN, BNP Paribas, EDF, Nexity, Financière Saint-James, Groupe ADP, CEPAC Investissement & Développement, BRED Banque Populaire"
e9269764-ed69-4ec1-9fbf-c7c1b29af44c,Elaia Ventures,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€200,000,000",2021,"Bpifrance, European Investment Fund (EIF), MGEN, BRED, BNP Paribas, Bpifrance, CNP Assurances, European Investment Fund (EIF), SWEN Capital Partners"
dbc89f61-ea56-49d6-8c55-77c80ead251d,Elaia Ventures Alpha,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€55,000,000",2020,
ba57cd5f-fbdb-4a19-b4e1-3aafacad2919,Elaia Ventures (Alpha),company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€77,000,000",2022,"VINCI Concessions, Inria, Bpifrance, National d’Amorçage 2 (a national French seed fund), Covéa Finance, BNP Paribas, L’Oréal, Malakoff Humanis"
9f96a5a6-98ac-45be-a6c4-558bb5ce2206,Element Ventures,company,,,,https://elementventures.vc/,https://elementventures.vc/,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€110,000,000",2021,"Isomer Capital, Lord Spencer, Laurent Useldinger, Cris Conde, Marc Murphy, David Rutter, Pierre Naude, Christian Nentwich"
deebbbab-56d8-4b47-9ce5-1e73a472f29b,Elkstone,company,,,,,,,,🇮🇪 Ireland,🇮🇪 Ireland,Top European VCs,"€55,000,000",2022,Enterprise Ireland (EI)
c2bfbd21-b5cc-4670-88a9-423fa2ff2579,embedded/capital,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€100,000,000",2022,
74ca8fab-27d3-4ae5-afca-8173f3f7aa6b,Emblem,company,,Emblem operates as a venture capital firm partnering at pre-seed stage.,,https://www.emblem.vc/,https://www.emblem.vc/,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€50,000,000",2023,"Vaekstfonden, Edenred, founders of 3shape, Dixa, Falcon, Kantox, Peakon, PeopleDoc, Planday, Pleo, Qonto, Silae, Spendesk, Swile and Zendesk"
e26c6a1f-2639-4de4-9ee6-4ee04f93318f,Emerge Education,company,,,,https://emerge.education/,https://emerge.education/,,,"Edspace, Falkirk Street, London, London N16HQ, GB","Edspace, Falkirk Street, London, London N16HQ, GB",Top European VCs,"€11,000,000",2020,"Cambridge University Press, Cambridge Assessment, Nesta, Jisc, Grupo Tiradentes, Dan Sommer, Rob Cohen"
bac5e5ad-a9b2-4eea-9b72-1eb6cd2565c7,Endeit Capital,company,,,,https://www.endeit.com/,https://www.endeit.com/,,,Netherlands,Netherlands,"All VCs ,Top European VCs","€250,000,000",2021,European Investment Fund (EIF)
33ecc53b-a61d-47a0-9a8b-eee7e368cfc6,Energy Impact Partners,company,,Energy Impact Partners is a collaborative strategic investment firm that invests in energy companies.,,https://www.energyimpactpartners.com/,https://www.energyimpactpartners.com/,,,"600 3rd Ave, New York, NY 10016","600 3rd Ave, New York, NY 10016","All VCs ,Seed & Series A US VC's ,Top European VCs","€390,000,000",2022,"The Abu Dhabi Investment Authority, AGL Energy, Chubu, DNV, a maritime, EDF Pulse Ventures, EWE, Fortum, Galp, Mainova, Microsoft’s Climate Innovation Fund Nysnø Climate Investments, Shell, TrønderEnergi"
b34ca6a2-d60e-47e8-a71a-6229809af7ee,Entrée Capital,company,,Entrée Capital is a venture capital firm that funds multi-stage startups and companies all over the world.,,https://www.entreecap.com/we,https://www.entreecap.com/we,,,UK,UK,"All VCs ,Top European VCs","€100,000,000",2020,
e6722d58-a683-4a39-af94-6108121129d8,Entrepreneur First (Global),company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€100,000,000",2019,"Trusted Insight, Taavet Hinrikus, Alex Chesterman, Rob Bishop"
50cabbf7-e8ce-4ad1-b97a-ed6142f04cab,Entrepreneur First Next Stage,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€47,800,000",2016,"British Business Bank (BBB), Imperial College, Freston Ventures, Isomer Capital"
c02fcc5c-9a78-4573-a08d-8e963e5ab5f5,Episode1,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€68,400,000",2017,"British Business Bank, Draper Esprit, Accelerated Digital Ventures"
2053f3b4-5779-4b44-b07d-06c8c3f47175,EQT Growth,company,,,,,,,,🇸🇪 Sweden,🇸🇪 Sweden,Top European VCs,"€2,400,000,000",2022,
4731a534-25f9-475b-a3cc-b386ad305125,EQT Ventures,company,,,,https://www.eqtventures.com/,https://www.eqtventures.com/,,,Sweden,Sweden,"European Family Offices' Founders ,All VCs ,Top European VCs","€1,100,000,000",2022,
e0b49039-f4a2-4078-a8e7-9b93207f4e55,EquityPitcher,company,,,,,,,,🇨🇭 Switzerland,🇨🇭 Switzerland,Top European VCs,"€45,700,000",2022,
b9d2e0c9-98f3-467c-adaa-818ee573ecd6,ETF Partners,company,,,,https://etfpartners.capital/,https://etfpartners.capital/,,,UK,UK,Top European VCs,"€187,000,000",2020,"European Investment Fund (EIF), British Patient Capital (BPC)"
41c7846d-b478-4df2-a199-4981992a10c9,EuraTechnologies,company,,,,https://www.linkedin.com/company/705491/,https://www.linkedin.com/company/705491/,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€24,000,000",2022,"Mulliez Family Association, Entreprises et Cités (via ECTech), Lille European Metropolis, Hauts- de-France Region, City of Lille, Crédit Agricole Nord de France, Caisse d'Epargne Hauts-de-France, Crédit Mutuel Nord Europe"
f7c7b01b-6578-4e5f-938c-5b73964e229d,Eurazeo,company,,Eurazeo is a private equity and venture capital firm that invests in SMEs and manages a diversified portfolio of assets.,,eurazeo.com,eurazeo.com,,,"London,Paris","London,Paris",Top European VCs,"€80,000,000",2021,"Stellantis, EDF, Mainova, RATP, Total, Duisport, Sansiri, PRO BTP"
637e9321-672f-443f-b599-61e2a1fcc29a,Eurazeo Growth,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€1,600,000,000",2021,"European Investment Fund (EIF), British Patient Capital (BPC), Bpifrance"
eb545426-146b-43ea-b338-3bb8bbd258cc,Eureka! Venture,company,,,,https://www.eurekaventure.it/,https://www.eurekaventure.it/,,,🇮🇹 Italy,🇮🇹 Italy,Top European VCs,"€40,000,000",2020,"European Investment Fund (EIF), Cassa Depositi e Prestiti, Compagnia di San Paolo, SAES Group, UMBRA Group"
e3544389-c20c-4ac2-8e80-04f262f3d317,European Circular Bioeconomy Fund,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€300,000,000",2020,"European Investment Bank (EIB), PreZero International GmbH, Corbion NV, Hettich Beteiligungen GmbH"
17f792ec-9c0d-4911-8f1a-e023795a9796,Eutopia,company,,,,http://eutopia.vc/,http://eutopia.vc/,,,"France,USA,UK,Germany,Belgium,Spain,Italy,Ireland,Luxembourg,Netherlands,Switzerland,Denmark,Norway,Sweden,Portugal,Finland","France,USA,UK,Germany,Belgium,Spain,Italy,Ireland,Luxembourg,Netherlands,Switzerland,Denmark,Norway,Sweden,Portugal,Finland",Top European VCs,"€50,000,000",2019,Pierre-Edouard Sternin
2b4cbd8f-1e68-43b9-93d4-89249a015463,E.ventures,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€155,000,000",2019,"Otto Group, Lidl, Dr. Oetker, Porsche, Bitburger, Kärcher, Deichmann, Jahr family office, Rehm family (Jägermeister), Kreditanstalt für Wiederaufbau (KfW), European Investment Fund (EIF)"
998fca52-57c4-4f1f-bf3f-2784f9e49662,Evli Growth Partners,company,,,,https://egp.fi/,https://egp.fi/,,,Finland,Finland,Top European VCs,"€60,400,000",2018,
968c847c-fa4e-4420-b8e3-7f8e465d8666,Exceptional Ventures,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€24,000,000",2022,
2881c561-ccdc-4dd5-93ef-979b33bc2b43,Expon Capital,company,,,,https://www.exponcapital.com/,https://www.exponcapital.com/,,,203 Route d’Arlon 1150 Luxembourg Grand-Duchy of Luxembourg,203 Route d’Arlon 1150 Luxembourg Grand-Duchy of Luxembourg,Top European VCs,"€45,000,000",2019,
192c6577-cc83-44cb-9ca6-b3ec350a6319,Extantia,company,,,,https://extantia.com/,https://extantia.com/,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€150,000,000",2022,"Anglo American, Toyota Ventures, Piëch and Oldendorff families"
5ebc6e41-b9c9-4402-8fb0-d6e24b538f4a,F2 Capital,company,,,,https://www.f2vc.com,https://www.f2vc.com,,,🇮🇱 Israel,🇮🇱 Israel,Top European VCs,"€50,000,000",2019,European Investment Fund (EIF)
a327e6b7-c9df-413d-a185-d2a209f00dbe,F2 Venture Capital,company,,,,,,,,🇮🇱 Israel,🇮🇱 Israel,Top European VCs,"€150,000,000",2022,
bbfd0806-a9ca-481c-8ad6-ce287253caf3,Faber Ventures,company,,,,,,,,🇵🇹 Portugal,🇵🇹 Portugal,Top European VCs,"€32,000,000",2022,"European Investment Fund (EIF), Portugal Blue, Movendo Capital, Builders Initiative, the Calouste Gulbenkian Foundation, Champalimaud Foundation"
32441cd4-3adc-40aa-913c-1b617a1a068a,Fairpoint Capital,company,,,,https://www.fairpoint.se/,https://www.fairpoint.se/,,,🇸🇪 Sweden,🇸🇪 Sweden,Top European VCs,"€85,000,000",2019,SEB Venture Capital
317a0c3f-3e00-4992-9bb1-72fbd1aafa9d,Fasanara Capital,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€350,000,000",2022,European Investment Fund (EIF)
eb3e4048-b097-4443-bdf5-36870fbe1455,Feelsgood Fund,company,,,,,,,,🇭🇷 Croatia,🇭🇷 Croatia,Top European VCs,"€30,000,000",2019,European Investment Fund (EIF)
eec91caa-1ed1-43f9-b3e1-d55af8445395,Felix Capital,company,,"Felix Capital is a venture fund that focuses on digital commerce, digital media, and information technology companies.",,https://www.felixcap.com/,https://www.felixcap.com/,,,"27 Beak Street, London, W1F9RU, GB","27 Beak Street, London, W1F9RU, GB","All VCs ,Top European VCs","€562,000,000",2022,"Galdana Ventures, Sapphire, TriplePoint Capital, Pentland Group, Sofina, BPIFrance, Lennertz, StepStone"
aa908728-823d-405a-810c-eb50179c252b,ff Red & White,company,,,,,,,,🇵🇱 Poland,🇵🇱 Poland,Top European VCs,"€60,000,000",2023,"JBIC IG Partners, Japanese multinational corporations, Japan Bank for International Cooperation (JBIC)"
706c5385-5dca-40a0-a3fb-ebbcce29f57c,ffVC Tech & Gaming,company,,,,https://ffvc.pl/,https://ffvc.pl/,,,🇵🇱 Poland,🇵🇱 Poland,Top European VCs,"€22,500,000",2020,PFR Ventures
f8a6c70e-ee4a-4cb8-bb03-ca8132db487b,Fifth Wall Real Estate Technology European Fund,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€100,000,000",2020,BNP Paribas Group
cc07be9f-e852-43d7-80b5-fd20fdea5cc2,FII Tech Growth Lazio,company,,,,https://www.fondoitaliano.it/it,https://www.fondoitaliano.it/it,,,🇮🇹 Italy,🇮🇹 Italy,Top European VCs,"€18,000,000",2019,Lazio Innova
6f05fd50-27a0-44f1-a8a4-17cf671081da,Fil Rouge Capital,company,,,,https://filrougecapital.com/,https://filrougecapital.com/,,,"Jurišićeva street 24, 10000 Zagreb, Croatia","Jurišićeva street 24, 10000 Zagreb, Croatia",Top European VCs,"€42,000,000",2019,European Investment Fund (EIF)
58413b01-45a7-4250-8249-4a24d1ddecad,Finch Capital,company,,,,www.finchcapital.com,www.finchcapital.com,,,🇳🇱 Netherlands,🇳🇱 Netherlands,Top European VCs,"€85,000,000",2021,
c3e306fd-c311-4e4e-9356-5811fc5ce565,Finch Capital [Ireland],company,,,,,,,,🇮🇪 Ireland,🇮🇪 Ireland,Top European VCs,"€20,000,000",2019,Enterprise Ireland
e82a3725-10f5-4708-9c1a-152608fc6a1a,Finstar,company,,,,,,,,🇷🇺 Russia,🇷🇺 Russia,Top European VCs,"€130,500,000",2017,
e88f60ca-43c9-4553-8e59-56e42b783110,FinTLV,company,,,,,,,,🇮🇱 Israel,🇮🇱 Israel,Top European VCs,"€100,000,000",2021,"Clal, Psagot, Poalim Capital Markets, Ayalon, MS&AD, FWD, Reale Mutua, LB, BDO Israel, Matrix"
05e08712-d446-4b13-a548-3e8ec45d3f6f,Firstime Venture,company,,,,,,,,🇮🇱 Israel,🇮🇱 Israel,Top European VCs,"€37,200,000",2017,
307bca1f-837a-48d1-aa00-bf1b7805db37,Firstminute Capital,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€132,000,000",2020,"Tencent, Henkel Ventures, Liontree, Atomico, The Raine Group, Felicis Ventures, Lombard Odier, RIT Capital Partners, founders of Farfetch, Flixbus, Checkout.com, iZettle and Babylon."
ca494a35-20d9-44e4-8712-7527a72a8f3e,First Momentum Ventures,company,,,,https://firstmomentum.vc/,https://firstmomentum.vc/,,,"Alter Schlachthof 33, Karlsruhe, Baden-Württemberg 76131, DE","Alter Schlachthof 33, Karlsruhe, Baden-Württemberg 76131, DE",Top European VCs,"€1,400,000",2018,"Baden-Württemberg development bank L-Bank, Mathias Ockenfels, Hans-Jürgen Even, Sebastian Böhmer."
4037d53a-d052-4e5c-bb52-700c75bc3868,FIRSTPICK,company,,Early stage venture capital fund focused on Baltic tech founders,,https://firstpick.vc/,https://firstpick.vc/,,,🇱🇹 Lithuania,🇱🇹 Lithuania,Top European VCs,"€9,000,000",2022,INVEGA
acba7d2f-ef2a-4063-8aed-70c882821a1f,Five Seasons Ventures,company,,,,https://www.fiveseasons.vc/,https://www.fiveseasons.vc/,,,"France,Germany,Italy,Spain,Portugal,UK,Austria,Switzerland,Netherlands,Belgium","France,Germany,Italy,Spain,Portugal,UK,Austria,Switzerland,Netherlands,Belgium",Top European VCs,"€180,000,000",2021,European Investment Fund (EIF)
db15f263-ed30-41c3-9a2d-979e21f552ec,Flashpoint Venture Capital,company,,,,flashpointvc.com,flashpointvc.com,,,🇭🇺 Hungary,🇭🇺 Hungary,Top European VCs,"€100,000,000",2020,Széchenyi Funds
133da768-85d4-4263-82ac-73d8bc3926d7,Fondo Boost Innovation,company,,,,,,,,🇮🇹 Italy,🇮🇹 Italy,Top European VCs,"€50,000,000",2020,Cassa Depositi e Prestiti (CdP)
31bf8041-bb44-4bf1-aa91-ec7645c4d2dc,Fondo Italiano Agri&Food (FIAF),company,,,,,,,,🇮🇹 Italy,🇮🇹 Italy,Top European VCs,"€130,000,000",2022,"CDP Equity, BF Spa"
ffbfb443-1ceb-4393-b2d1-d4c538e9ddd6,Foodsparks,company,,,,,,,,🇲🇹 Malta,🇲🇹 Malta,Top European VCs,"€30,000,000",2021,
c8e92758-2b9b-47c8-a9cb-ad04425caf14,Force Over Mass,company,,,,http://www.fomcap.com/,http://www.fomcap.com/,,,UK,UK,Top European VCs,"€100,000,000",2021,
6f945cf2-057c-4c17-82c8-c21bcd2a968e,Form Ventures,company,,,,https://formventures.vc,https://formventures.vc,,,"London, London WC2H 9JQ, GB","London, London WC2H 9JQ, GB",Top European VCs,"€35,000,000",2021,British Business Bank (BBB)
63df66cb-1960-4537-981d-093abd3210c8,Fortino Capital Partners,company,,,,,,,,🇧🇪 Belgium,🇧🇪 Belgium,Top European VCs,"€125,000,000",2017,"European Investment Fund (EIF), BNP Paribas Fortis, AG, Belfius, PMV"
51823771-9171-4a1b-842d-37be2ae963c2,Fortino Capital Venture,company,,,,,,,,🇧🇪 Belgium,🇧🇪 Belgium,Top European VCs,"€105,000,000",2020,"SFPI-FPIM, PMV, European Investment Fund (EIF)"
9b6d681b-21f1-4a45-8430-886a0723068e,Foundamental,company,,,,https://foundamental.com/,https://foundamental.com/,,,"Budapester str 5, 10787, Berlin","Budapester str 5, 10787, Berlin","All VCs ,Top European VCs","€80,000,000",2022,
120c6b87-4f03-4d51-9fb9-6fad90d152bd,Founders Future,company,,"Created by entrepreneurs, for entrepreneurs",,https://www.linkedin.com/company/11544122/,https://www.linkedin.com/company/11544122/,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€20,000,000",2021,"Thierry Gillier, Bris and Yves Rocher, Michael Benabou"
e0fdea8d-0773-4620-8be9-3c23c81e5d62,FOV Ventures,company,,,,,,,,🇫🇮 Finland,🇫🇮 Finland,Top European VCs,"€16,500,000",2022,
0ba842c6-f5cb-4d3a-bec1-dd745eee22ad,Fraunhofer Tech Transfer Fund,company,,,,https://www.fttf.fraunhofer.de/,https://www.fttf.fraunhofer.de/,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€60,000,000",2019,"European Investment Fund (EIF), Federal Ministry for Economic Affairs and Energy of Germany (BMWi)"
b6dcb421-f7f6-4754-a8e1-3bee9c66c643,Frenchfood Capital,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€70,000,000",2017,"Bpifrance, Credit Mutuel Arkea, Tikehau, Banque Populaire"
c8a4f337-123a-41a5-b44c-3a40ecfa7398,Fribourg Digital,company,,,,,,,,🇷🇴 Romania,🇷🇴 Romania,Top European VCs,"€20,000,000",2017,Fribourg Capital
fab5ad5b-5099-4213-bfb1-acc071e69177,Frst [fka Otium Venture],company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€60,000,000",2019,"European Investment Fund (EIF), Bpifrance, Axa Venture Partners, Ilkka Paananen, Mikko Kodisoja, Michaël Benabou, Stanislas de Quercize, Draper Esprit"
f4b96e0d-3d86-4a18-83fb-d66595c918a7,Frumtak Ventures,company,,,,,,,,🇮🇸 Iceland,🇮🇸 Iceland,Top European VCs,"€48,000,000",2021,
46956017-8609-4d1f-ab03-f507d79b1b22,Fuel For Growth,company,,,,https://fuel4growth.vc/,https://fuel4growth.vc/,,,🇷🇺 Russia,🇷🇺 Russia,Top European VCs,"€45,000,000",2019,Efko Group
50c15a3b-6a52-4773-8007-9e0f3396c542,Fuel Ventures,company,,,,https://fuel.ventures/,https://fuel.ventures/,,,"145 City Rd, Hoxton, London, EC1V 1AZ, UK","145 City Rd, Hoxton, London, EC1V 1AZ, UK",Top European VCs,"€52,000,000",2021,
e34e3443-542e-4991-8a30-5c686bca2c62,Fund F,company,,,,,,,,🇦🇹 Austria,🇦🇹 Austria,Top European VCs,"€12,500,000",2022,"Austria Wirtschaftsservice GmbH, Raiffeisen Landesbank Steiermark, Hansi Hansmann, Speedinvest"
6dcf1416-9518-46cd-b814-af234450ef22,FundTMT,company,,It becomes the third fund under management by Spark Impact Limited.,,http://www.fundtmt.com/,http://www.fundtmt.com/,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€5,700,000",2017,
561d28c3-f065-4251-9060-22133f1649e0,Fusion,company,,VC & accelerator for Israeli start-ups in the US. We empower great entrepreneurs to build their dream companies.,,https://www.fusion-vc.com/,https://www.fusion-vc.com/,,,California,California,Top European VCs,"€20,000,000",2023,"Insight Partners, Gigi Levy-Weiss, Liad Agmon, Ofer Ben-Noon"
dd68b469-6815-4399-952b-229c329f7755,Future Energy Ventures,company,,,,https://fev.vc,https://fev.vc,,,"Rellinghauser Str. 27, Essen, Nordrhein-Westfalen 45128, DE","Rellinghauser Str. 27, Essen, Nordrhein-Westfalen 45128, DE","All VCs ,Top European VCs",,2022,E.On
da617776-1d99-4f68-8841-1449d643bf16,Future Food Fund,company,,Future Food Fund is a corporate venture capital company that specializes in the field of food.,,https://futurefoodfund.nl/,https://futurefoodfund.nl/,,,🇳🇱 Netherlands,🇳🇱 Netherlands,Top European VCs,"€20,000,000",2023,"Wageningen University & Research, Oost NL, NO"
470b7097-1e35-4887-a2be-a6a80e3b03e3,Future Industry Ventures,company,,,,https://futureindustry.vc/,https://futureindustry.vc/,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€200,000,000",2020,"SBI Holdings, Redstone Digital"
a648b29a-b494-4b76-b571-b37a101ca9fb,Future Positive Capital,company,,,,https://www.futurepositivecapital.com/,https://www.futurepositivecapital.com/,,,"France,UK,Switzerland,Belgium,Spain,Portugal,Italy,Germany,Netherlands,Luxembourg,Denmark,Norway,Sweden,Latvia","France,UK,Switzerland,Belgium,Spain,Portugal,Italy,Germany,Netherlands,Luxembourg,Denmark,Norway,Sweden,Latvia",Top European VCs,"€50,000,000",2019,"European Investment Fund (EIF), Isomer Capital, Bpifrance, Draper Esprit, Walter Butler, Henri de Castries, Marie Eriksson, Robin Klein, Francois Lemarchand"
432ec45e-c333-4160-af7a-c75a8cd05049,Futuristic.VC,company,,,,,,,,🇩🇰 Denmark,🇩🇰 Denmark,Top European VCs,"€1,340,000",2017,
7e02002b-3989-4121-8845-e113182a9dab,Gaia Capital Partners,company,,,,https://www.gaiacap.co/,https://www.gaiacap.co/,,,"France,Germany,USA,UK,Sweden,Norway,Denmark,Finland,Spain,Italy,Belgium,Austria,Netherlands","France,Germany,USA,UK,Sweden,Norway,Denmark,Finland,Spain,Italy,Belgium,Austria,Netherlands",Top European VCs,"€250,000,000",2019,"Sycomore Asset Management, Generali Investments, Bpifrance"
3e2518a5-d819-4b65-a8a4-cd1b62e95b73,Galion.exe,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€30,000,000",2022,
3ba70c04-90eb-492f-a82c-2926ba7d5c11,Gapminder Ventures Partners,company,,,,,,,,🇷🇴 Romania,🇷🇴 Romania,Top European VCs,"€36,000,000",2017,European Investment Fund (EIF)
33ac9830-db46-464d-b07d-375e620009d8,Giant Ventures,company,,,,https://www.giant.vc/,https://www.giant.vc/,,,"London,Copenhagen,LA","London,Copenhagen,LA",Top European VCs,,2020,"Northzone IX, Philippe Jabre, Ian Davis, Tom Chapman, Brian Paes-Braga"
c6643ae1-b7dd-4130-9d63-c82096a5a9aa,Glilot Capital Partners,company,,,,http://glilotcapital.com,http://glilotcapital.com,,,🇮🇱 Israel,🇮🇱 Israel,Top European VCs,"€200,000,000",2022,
2a64e130-2b62-4899-a4bd-f5d017e9e8d8,GMG Ventures,company,,,,,,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€46,900,000",2017,Guardian Media Group
96c122f9-8cee-4a05-8716-16757075a97a,GO Capital,company,,,,,,,,🇫🇷 France,🇫🇷 France,Top European VCs,"€14,000,000",2023,"Région, Métropoles de Tours, Revicentre, Crédit Agricole Centre Loire, Banque Populaire Val de France, Caisse d’Epargne Loire Centre, Michelin, Agglomération de Chartres, Crédit Agricole Val de Franc"
216939a4-25de-4b60-b2e9-1c07289841f7,GoHub Ventures,company,,,,https://gohub.vc/en/,https://gohub.vc/en/,,,🇪🇸 Spain,🇪🇸 Spain,Top European VCs,"€60,000,000",2022,Global Omnium
99a24a5b-de2a-4c46-a183-4c29192261c1,Good Company,company,,,,https://goodcompanyhq.com,https://goodcompanyhq.com,,,"Shadal 3, Tel Aviv, Israel","Shadal 3, Tel Aviv, Israel",Top European VCs,"€25,500,000",2021,Eytan Stibbe
f361d4d4-93fb-4aca-8724-4108396b79b6,Gorilla Capital,company,,,,,,,,🇳🇴 Norway,🇳🇴 Norway,Top European VCs,"€20,000,000",2018,
fb43d680-b019-40fc-b693-1f898e1996b1,GP Bullhound,company,,,,http://www.gpbullhound.com/,http://www.gpbullhound.com/,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€300,000,000",2020,European Investment Fund (EIF)
e0d860c3-3270-47f1-8316-e8c0ce44017d,GR Capital,company,,,,,,,,🇺🇦 Ukraine,🇺🇦 Ukraine,Top European VCs,"€30,000,000",2022,
5738083e-c4bb-469f-9230-e80f09f07945,Greencode Ventures,company,,Greencode Ventures invests in the most impactful early-phase digital-first green transition startups in Europe.,,greencode.vc,greencode.vc,,,"Helsinki, Finland","Helsinki, Finland",Top European VCs,"€25,000,000",2023,Business Finland Venture Capital Ltd (BFVC)
23040e95-8ab5-40eb-887a-87435fe74a95,Greenfield Partners,company,,,,http://greenfieldlp.com/,http://greenfieldlp.com/,,,🇮🇱 Israel,🇮🇱 Israel,"All VCs ,Top European VCs","€345,000,000",2022,
0e7d1d6c-604d-40d8-9b90-c6f5196ce93c,Green Generation Fund,company,,,,,,,,🇩🇪 Germany,🇩🇪 Germany,Top European VCs,"€100,000,000",2022,"Kaltroco, Florian Wendelstadt, Canica, Corecam Capital Partners, Liesner & Co., Equation, Aldea, KfW Capital"
edc053d5-adbd-40a9-8f52-87abf7e7c376,Grove Ventures,company,,,,https://www.grovevc.com/,https://www.grovevc.com/,,,"3 HaNechoshet St., Tel Aviv, Israel 6971915, IL","3 HaNechoshet St., Tel Aviv, Israel 6971915, IL","All VCs ,Top European VCs","€170,000,000",2022,
ab5ed6b6-0f98-481e-ae02-30501bc72220,Growth Partners Capital,company,,,,,,,,🇵🇹 Portugal,🇵🇹 Portugal,Top European VCs,"€28,000,000",2023,"Portugal Blue, InvestEU"
0f3f4872-295f-4a73-a51d-e9410e7411e3,Grow Venture Partners,company,,,,,,,,🇪🇸 Spain,🇪🇸 Spain,Top European VCs,"€5,000,000",2022,
9230132f-6373-43d4-8165-925107ee8b08,Hanaco Venture Capital,company,,,,http://hanacovc.com/,http://hanacovc.com/,,,Israel,Israel,Top European VCs,"€64,000,000",2017,
9707b5d6-07c9-413a-9af2-9e629d07e323,Hardware Club,company,,,,hardwareclub.co,hardwareclub.co,,,San Francisco,San Francisco,Top European VCs,"€45,000,000",2017,"Bpifrance, Crédit Mutuel Arkéa, Foxconn, Mistletoe, Draper Esprit"
c26b8fdb-2ab8-42ce-b3f3-8d96133b9498,Heal Capital,company,,,,https://healcapital.com/,https://healcapital.com/,,,Germany,Germany,Top European VCs,"€100,000,000",2020,German Private Health Insurance Association (PKV)
50c15a3b-6a52-4773-8007-9e0f3396c542,Fuel Ventures,company,,,,https://fuel.ventures/,https://fuel.ventures/,,,"145 City Rd, Hoxton, London, EC1V 1AZ, UK","145 City Rd, Hoxton, London, EC1V 1AZ, UK",Top European VCs,"€52,000,000",2021,
e34e3443-542e-4991-8a30-5c686bca2c62,Fund F,company,,,,,,,,🇦🇹 Austria,🇦🇹 Austria,Top European VCs,"€12,500,000",2022,"Austria Wirtschaftsservice GmbH, Raiffeisen Landesbank Steiermark, Hansi Hansmann, Speedinvest"
6dcf1416-9518-46cd-b814-af234450ef22,FundTMT,company,,It becomes the third fund under management by Spark Impact Limited.,,http://www.fundtmt.com/,http://www.fundtmt.com/,,,🇬🇧 UK,🇬🇧 UK,Top European VCs,"€5,700,000",2017,
cd26d421-ec20-41a4-be65-3830c96f51ea,Furthr VC,company,,,,,,,,🇮🇪 Ireland,🇮🇪 Ireland,Top European VCs,"€32,000,000",2019,Enterprise Ireland (EI)
561d28c3-f065-4251-9060-22133f1649e0,Fusion,company,,VC & accelerator for Israeli start-ups in the US. We empower great entrepreneurs to build their dream companies.,,https://www.fusion-vc.com/,https://www.fusion-vc.com/,,,California,California,Top European VCs,"€20,000,000",2023,"Insight Partners, Gigi Levy-Weiss, Liad Agmon, Ofer Ben-Noon"
