id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,Founded Date,Investment Stage,Investor Type,Number of Exits,Number of Investments,Operating Status
1e74c576-0d55-4738-9955-d6abeef60348,The Column Group,company,,"Biotechnology, Finance, Financial Services, Venture Capital",,thecolumngroup.com,thecolumngroup.com,,,"San Francisco, California, United States","San Francisco, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2006,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",Venture Capital,20,114,Active
1a0d2563-2949-42d6-b777-5cb60d465d7b,The London Fund,company,,"Apps, Blockchain, Direct Marketing, Finance, Financial Services, Food and Beverage, Marketing, Retail, Social Media, Social Media Marketing",,thelondonfund.com,thelondonfund.com,,,"Boston, Massachusetts, United States","Boston, Massachusetts, United States",VC Founds - Seed - US/Europe,Jan-2003,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture","Private Equity Firm, Venture Capital",5,25,Active
9b57cf7b-4e72-484e-9757-cc0bc021082b,TheVentureCity,company,,"TheVentureCity is a global early stage venture fund, investing in product-centric startups across the US, Europe and Latam.",,https://theventure.city/,https://theventure.city/,,,"2234 SW 8th Street, Miami, FL 33135, United States","2234 SW 8th Street, Miami, FL 33135, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2017,"Early Stage Venture, Seed","Accelerator, Venture Capital",8,133,Active
9f5f58b5-5c50-483c-8357-4e6f368e9e5f,The Venture Collective,company,,"TVC is a transformational, early-stage venture firm backed by world class entrepreneurs and business leaders.",,http://www.theventurecollective.com,http://www.theventurecollective.com,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Oct-2019,"Early Stage Venture, Seed","Family Investment Office, Venture Capital",1,42,Active
db938d71-f60d-49c6-a0f3-d79b19ae3db0,Third Prime,company,,"Finance, Financial Services, Venture Capital",,https://www.thirdprime.vc/,https://www.thirdprime.vc/,,,"18 E 50th St, New York, NY 10022","18 E 50th St, New York, NY 10022","All VCs ,VC Founds - Seed - US/Europe",Jan-2016,"Early Stage Venture, Seed",Venture Capital,6,119,Active
2e5014e2-5368-4c35-a503-5084de71e87e,THL,company,,"Business Development, Financial Services, Impact Investing, Venture Capital, Wealth Management",,linkedin.com/company/thomas-h-lee-partners,linkedin.com/company/thomas-h-lee-partners,,,"Boston, Massachusetts, United States","Boston, Massachusetts, United States",VC Founds - Seed - US/Europe,Jul-1974,,"Private Equity Firm, Venture Capital",10,29,Active
99159800-0d26-4a8b-b1bf-873419da64b8,Threshold,company,,"Business Development, Finance, Financial Services, Venture Capital",,https://threshold.vc/,https://threshold.vc/,,,"Menlo Park, California, United States","Menlo Park, California, United States",VC Founds - Seed - US/Europe,Jan-2019,Early Stage Venture,Venture Capital,20,147,Active
af8a0cab-4f16-4053-a80b-422981f9897e,Thrive Capital,company,,"Finance, Financial Services, Software, Venture Capital",,https://www.thrivecap.com/,https://www.thrivecap.com/,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2009,"Early Stage Venture, Late Stage Venture, Seed","Incubator, Venture Capital",70,334,Active
a0877c6e-48e3-42c1-86c0-4227ef05cd16,Titan Capital,company,,"Financial Services, Venture Capital",,http://www.linkedin.com/company/titan-capital-vc,http://www.linkedin.com/company/titan-capital-vc,,,"Gurgaon, Haryana, India","Gurgaon, Haryana, India","All VCs ,VC Founds - Seed - US/Europe",Jan-2015,"Early Stage Venture, Seed",Venture Capital,7,232,Active
11e51542-5f50-4aac-8289-d619c428829d,TitletownTech,company,,"Financial Services, Venture Capital",,titletowntech.com,titletowntech.com,,,"Green Bay, Wisconsin, United States","Green Bay, Wisconsin, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2019,"Early Stage Venture, Seed",Venture Capital,1,31,Active
fce4a660-7c82-4672-bcc6-2ba1a711549f,TMV,company,,"Education, Financial Services, FinTech, Health Care, Information Technology, Internet, Logistics, Transportation, Venture Capital",,https://tmv.vc/team/,https://tmv.vc/team/,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2016,"Early Stage Venture, Secondary Market, Seed",Venture Capital,8,59,Active
0bf1a454-c31f-4f4a-8d22-3871b5152a7a,Toba Capital,company,,"Information Technology, Venture Capital",,http://www.tobacapital.com/,http://www.tobacapital.com/,,,"San Francisco, USA","San Francisco, USA","All VCs ,VC Founds - Seed - US/Europe",Jan-2012,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,28,122,Active
9f0a06de-7621-4f57-88b6-ce1b80db090e,Torch Capital,company,,"Consumer Goods, Financial Services, Food and Beverage, Hospitality, Wellness",,https://torchcapital.vc/,https://torchcapital.vc/,,,New York,New York,"All VCs ,VC Founds - Seed - US/Europe",Jan-2018,"Early Stage Venture, Seed",Venture Capital,3,71,Active
eab5e5b4-e51d-4f8d-8cf8-fca51d7e9df1,Touchdown Ventures,company,info@touchdownvc.com,Touchdown Ventures is a corporate venture capital firm that partners with corporations to invest in early and growth-stage companies.,info@touchdownvc.com,http://www.touchdownvc.com/,http://www.touchdownvc.com/,,,"Haddonfield, New Jersey, United States","Haddonfield, New Jersey, United States","Corporate Venture Arms,All VCs ,VC Founds - Seed - US/Europe",Jan-2014,"Early Stage Venture, Late Stage Venture, Seed",Corporate Venture Capital,15,71,Active
d2781137-be03-4da3-bd1d-a0e0d9adf426,Town Hall Ventures,company,,"Finance, Financial Services, Health Care, Venture Capital",,https://www.townhallventures.com/,https://www.townhallventures.com/,,,"330 Hudson St, New York, US","330 Hudson St, New York, US","All VCs ,VC Founds - Seed - US/Europe",May-2018,,Venture Capital,2,38,Active
e5f1a919-04c2-4cde-846a-9708a419d97a,TQ Ventures,company,,"Finance, Financial Services, Metaverse, Venture Capital",,tqventures.com,tqventures.com,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2018,"Early Stage Venture, Seed",Venture Capital,11,116,Active
08ef2b75-0e86-4926-a5e2-b77b5b52c1c3,Transformation Capital,company,,"Finance, Financial Services, Health Care, Venture Capital",,transformcap.com,transformcap.com,,,"Boston, Massachusetts, United States","Boston, Massachusetts, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2019,,Venture Capital,7,50,Active
440e3b93-18d9-48d7-bdaa-6324bb6aac2e,Transform Capital,company,,"Enterprise Software, Finance, Financial Exchanges, Financial Services, Venture Capital",,linkedin.com/company/transform-cap,linkedin.com/company/transform-cap,,,"San Mateo, California, United States","San Mateo, California, United States",VC Founds - Seed - US/Europe,Jan-2019,"Late Stage Venture, Venture","Private Equity Firm, Venture Capital",3,26,Active
d66e68f4-938c-41c8-a1f5-eed623fa87d8,Transform VC,company,,"Finance, Venture Capital",,linkedin.com/company/transform-vc/,linkedin.com/company/transform-vc/,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Jan-2000,"Early Stage Venture, Seed",Venture Capital,,15,Active
e1628faf-b02a-4247-b3f3-610debe2e77d,Translink Capital,company,,"Business Development, Financial Services, Venture Capital",,https://translinkcapital.com/,https://translinkcapital.com/,,,"530 Lytton Avenue, Suite 300 Palo Alto, CA 94301 United States","530 Lytton Avenue, Suite 300 Palo Alto, CA 94301 United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2007,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,29,152,Active
95649f4b-186c-4b5c-9620-79b409f27b69,Tribe Capital,company,,Venture Capital,,http://www.tribecap.co/,http://www.tribecap.co/,,,"Louisville, USA","Louisville, USA","All VCs ,VC Founds - Seed - US/Europe",Jan-2018,"Early Stage Venture, Late Stage Venture, Venture",Venture Capital,6,214,Active
2ce14095-e3ef-4a1b-a896-3c64ad55ff6e,Trident Capital,company,,"Finance, Financial Services, Venture Capital",,http://www.tridentcap.com/,http://www.tridentcap.com/,,,"Palo Alto, California, United States","Palo Alto, California, United States",VC Founds - Seed - US/Europe,Jan-1993,"Debt, Early Stage Venture, Late Stage Venture",Venture Capital,78,218,Active
b43fc354-a12f-4144-983f-4a0b5246c680,Trinity Ventures,company,,"Finance, Venture Capital",,https://www.trinityventures.com/,https://www.trinityventures.com/,,,"Menlo Park, California, United States","Menlo Park, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-1986,"Early Stage Venture, Late Stage Venture",Venture Capital,145,470,Active
1beaafa3-f166-430e-8ba6-0c98587b221e,TriplePoint Capital,company,,"Financial Services, Venture Capital",,https://www.triplepointcapital.com/,https://www.triplepointcapital.com/,,,"Menlo Park, California, United States","Menlo Park, California, United States",VC Founds - Seed - US/Europe,Jan-1987,"Debt, Early Stage Venture, Late Stage Venture, Seed",Venture Capital,57,163,Active
e7c2c139-c4e9-4a19-92a2-a9fdb7b290ac,Triventures,company,,"Cyber Security, FinTech, Health Care, Medical Device, mHealth, Venture Capital",,http://www.triventures.net,http://www.triventures.net,,,🇮🇱 Israel,🇮🇱 Israel,"All VCs ,VC Founds - Seed - US/Europe",Jan-2010,"Early Stage Venture, Seed, Venture",Venture Capital,8,49,Active
880312ea-ff80-4a83-bad2-eb77c3cf71d2,Tusk Venture Partners,company,,"Financial Services, Venture Capital",,tusk.vc,tusk.vc,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2016,"Early Stage Venture, Seed",Venture Capital,7,74,Active
94bb2505-07a2-4034-829e-e2516a04e0d1,Two Bear Capital,company,,,,twobearcapital.com,twobearcapital.com,,,"Whitefish, Montana, United States","Whitefish, Montana, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2019,Early Stage Venture,Venture Capital,,19,Active
6f95eb9b-a547-4d3c-966b-6cc65f8d5c81,Ulu Ventures,company,,"Financial Services, FinTech, Information Technology, Venture Capital",,https://www.uluventures.com/,https://www.uluventures.com/,,,"115 Everett Ave, Palo Alto, California 94301, US","115 Everett Ave, Palo Alto, California 94301, US","All VCs ,VC Founds - Seed - US/Europe",Jan-2008,"Early Stage Venture, Seed","Micro VC, Venture Capital",43,270,Active
f0d89ea5-a91c-444f-b7e0-652e88e4d0d0,Unanimous Capital,company,,"Business Development, Financial Services, Venture Capital",,unanimous.vc,unanimous.vc,,,"San Mateo, California, United States","San Mateo, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2018,Early Stage Venture,Venture Capital,3,37,Active
21f7de80-4743-4611-bac5-cd7c906cff28,Uncommon Denominator,company,,"Finance, Financial Services, Venture Capital",,uncommonvc.com,uncommonvc.com,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2018,Early Stage Venture,Venture Capital,6,28,Active
544f966e-7542-49f1-9d3c-b907c4265125,Union Square Ventures,company,,"Finance, Financial Services, Venture Capital",,http://www.usv.com/,http://www.usv.com/,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Jan-2003,"Debt, Early Stage Venture, Late Stage Venture, Seed",Venture Capital,58,446,Active
efb5f508-3f8c-45ce-b958-762b66d83344,Unlock Venture Partners,company,,"Financial Services, Information Technology, Venture Capital",,https://www.unlockvp.com/,https://www.unlockvp.com/,,,"Seattle, Washington, United States","Seattle, Washington, United States",VC Founds - Seed - US/Europe,Jan-2017,"Early Stage Venture, Seed",Venture Capital,6,76,Active
80175ddc-5303-41b6-8fee-382fc44a08e1,Unshackled Ventures,company,,"Finance, Financial Services, Venture Capital",,https://www.unshackledvc.com/,https://www.unshackledvc.com/,,,"435 Hamilton Ave, Palo Alto, CA 94301, US","435 Hamilton Ave, Palo Alto, CA 94301, US","All VCs ,VC Founds - Seed - US/Europe",Jan-2015,"Early Stage Venture, Seed","Micro VC, Venture Capital",4,78,Active
a16b82bd-d496-4122-81fd-4f590973c8a6,Upfront Ventures,company,,"Finance, Financial Services, FinTech, Venture Capital",,https://upfront.com/,https://upfront.com/,,,"Santa Monica, California, United States","Santa Monica, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-1996,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",Venture Capital,79,407,Active
e0108a64-2ea2-4adf-986c-73e1c0cb0569,UpHonest Capital,company,,"Business Development, Finance, Financial Services, Venture Capital",,https://www.uphonestcapital.com/,https://www.uphonestcapital.com/,,,"San Francisco, California, United States","San Francisco, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2015,"Early Stage Venture, Seed",Venture Capital,27,265,Active
6aa45402-d83f-4052-bc8c-91b0dc285f38,UpVentures Capital,company,,"CleanTech, Cyber Security, Enterprise Software, Financial Services, FinTech, Gaming, Internet of Things, Wearables",,linkedin.com/company/upventures-capital-llc,linkedin.com/company/upventures-capital-llc,,,"Little Falls, New York, United States","Little Falls, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2014,"Early Stage Venture, Seed",Venture Capital,10,38,Active
f2c34e1b-a677-42f4-a2ce-40eda75dddd2,Valia Ventures,company,,,,https://www.valia.vc/,https://www.valia.vc/,,,"595 Pacific Avenue Jackson Square San Francisco, CA 94133","595 Pacific Avenue Jackson Square San Francisco, CA 94133","All VCs ,VC Founds - Seed - US/Europe",Oct-2017,"Early Stage Venture, Late Stage Venture",Venture Capital,4,46,Active
f61cb26a-9e6c-42f7-9e00-d9fdb4ab33da,Valor Capital Group,company,,Information Technology,,https://valorcapitalgroup.com/,https://valorcapitalgroup.com/,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2011,"Early Stage Venture, Late Stage Venture",Venture Capital,12,181,Active
a73f3dec-1aa9-40c3-8a95-a95da17a20b7,VamosVentures,company,,"FinTech, Health Care, Sustainability, Virtual Workforce",,vamosventures.com,vamosventures.com,,,"Los Angeles, California, United States","Los Angeles, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2020,Early Stage Venture,Venture Capital,,25,Active
83f9f40b-5a74-44a7-a621-179d13c270e7,Vast Ventures,company,,"Financial Services, FinTech, Service Industry, Venture Capital",,https://www.vastvc.com/,https://www.vastvc.com/,,,USA,USA,"All VCs ,VC Founds - Seed - US/Europe",Jan-2003,,Venture Capital,34,91,Active
2fe97859-8d75-4739-8ccf-e7d865c82451,VAS Ventures,company,,"Finance, Financial Services, FinTech, Venture Capital",,vas.ventures,vas.ventures,,,"Madrid, Madrid, Spain","Madrid, Madrid, Spain",VC Founds - Seed - US/Europe,Jan-2017,"Early Stage Venture, Seed",Venture Capital,3,17,Active
62ac522b-6757-42c9-ad37-943e46261766,Vela Partners,company,,"Artificial Intelligence (AI), B2B, Developer Tools, FinTech, Machine Learning, Venture Capital",,http://vela.partners/,http://vela.partners/,,,"San Francisco, California, United States","San Francisco, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2017,Early Stage Venture,Venture Capital,1,34,Active
8b2ab498-8461-41ea-ac76-6cd72488f3b2,Velvet Sea Ventures,company,,"Financial Services, Social Entrepreneurship, Venture Capital",,velvetseavc.com,velvetseavc.com,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Jan-2020,,Venture Capital,1,22,Active
573bc549-af08-4193-898a-15f28581cd37,Venrock,company,,"Finance, Financial Services, Venture Capital",,https://www.venrock.com/,https://www.venrock.com/,,,"Palo Alto, California, United States","Palo Alto, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-1969,"Early Stage Venture, Late Stage Venture",Venture Capital,275,810,Active
fd588051-ac77-45c2-9572-6afabc462ef1,VentureSouq,company,,Venture Capital,,https://www.venturesouq.com/,https://www.venturesouq.com/,,,"Berlin, Germany","Berlin, Germany","All VCs ,VC Founds - Seed - US/Europe",Jan-2013,Early Stage Venture,Venture Capital,9,151,Active
636e98ae-af4b-453f-b6c7-f221e77117b8,VentureSouth,company,,"Angel Investment, Finance, Venture Capital",,venturesouth.vc,venturesouth.vc,,,"Greenville, South Carolina, United States","Greenville, South Carolina, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2014,"Early Stage Venture, Seed",Angel Group,13,155,Active
8fa18808-7952-429e-825f-12539c66f6d5,Veritus Holdings,company,,Venture Capital,,veritusholdings.com,veritusholdings.com,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Jan-2019,Early Stage Venture,Venture Capital,,6,Active
179ac1f1-d41a-4adb-bfdf-d77407d638c8,Verlinvest,company,,"Food and Beverage, Health Care",,www.linkedin.com/company/verlinvest,www.linkedin.com/company/verlinvest,,,Europe,Europe,"European Family Offices' Founders ,VC Founds - Seed - US/Europe",Jan-1995,"Late Stage Venture, Private Equity","Family Investment Office, Private Equity Firm, Venture Capital",9,56,Active
a0372ded-89bb-42ef-8a4a-13f81f4625c9,Versant Ventures,company,,"Financial Services, Health Care, Venture Capital",,https://www.versantventures.com/,https://www.versantventures.com/,,,USA,USA,VC Founds - Seed - US/Europe,Jan-1999,"Debt, Early Stage Venture, Late Stage Venture, Private Equity",Venture Capital,105,373,Active
7f4d9b0d-8038-40b5-9991-fb2d93e40d79,Vershina Capital,company,,"E-Commerce, E-Commerce Platforms, EdTech, Education, Edutainment, Food Delivery, Gaming, Grocery, SaaS, Software",,linkedin.com/company/vershina-capital/,linkedin.com/company/vershina-capital/,,,"Nicosia, Nicosia, Cyprus","Nicosia, Nicosia, Cyprus",VC Founds - Seed - US/Europe,Jan-2019,"Early Stage Venture, Late Stage Venture",Venture Capital,2,17,Active
72c4227c-3653-4354-a40e-97abd782ab02,Version One Ventures,company,,"Finance, Financial Services, Venture Capital",,https://versionone.vc/,https://versionone.vc/,,,San Francisco,San Francisco,"All VCs ,VC Founds - Seed - US/Europe",Jan-2007,"Early Stage Venture, Seed",Venture Capital,33,147,Active
03338c5d-210b-43d4-adf7-13912547a728,Vertex Growth Fund,company,,"Finance, Financial Services, Venture Capital",,linkedin.com/company/vertex-growth/,linkedin.com/company/vertex-growth/,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",VC Founds - Seed - US/Europe,Jan-2015,,Venture Capital,,31,Active
29c50480-515e-422f-b3f9-278121dd3547,Viking Global Investors,company,,"Finance, Financial Services, Venture Capital",,vikingglobal.com,vikingglobal.com,,,"Stamford, Connecticut, United States","Stamford, Connecticut, United States",VC Founds - Seed - US/Europe,Jan-1999,"Early Stage Venture, Late Stage Venture",Private Equity Firm,42,166,Active
66fc0db2-e339-4a53-8732-367fcf1d2e04,VilCap Investments,company,,"Agriculture, Clean Energy, Education, Finance, Health Care",,https://vilcap.com/,https://vilcap.com/,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Oct-2014,"Debt, Early Stage Venture, Private Equity, Seed",Micro VC,14,85,Active
948c6f7e-f96e-4db9-ba27-458bacfb882d,Village Global,company,,"Financial Services, Professional Networking, Venture Capital",,https://www.villageglobal.vc/,https://www.villageglobal.vc/,,,"San Francisco, CA","San Francisco, CA","All VCs ,VC Founds - Seed - US/Europe",Jan-2017,"Early Stage Venture, Seed","Micro VC, Venture Capital",13,338,Active
a33b35ab-4479-4ce8-9dba-967f3cf83a73,Vine Ventures,company,,"FinTech, Software, Venture Capital",,https://vine.vc/,https://vine.vc/,,,"San Francisco, CA, United States","San Francisco, CA, United States","All VCs ,VC Founds - Seed - US/Europe",Jun-2020,"Early Stage Venture, Seed",Venture Capital,3,41,Active
741fbbed-c213-45d4-914e-40a50c62afac,Vintage Investment Partners,company,,"Finance, Financial Services, Venture Capital",,http://vintage-ip.com,http://vintage-ip.com,,,"Herzliya, Tel Aviv, Israel","Herzliya, Tel Aviv, Israel",VC Founds - Seed - US/Europe,Jan-2002,"Late Stage Venture, Secondary Market","Fund Of Funds, Secondary Purchaser, Venture Capital",37,127,Active
62f01f4b-a318-4e22-93d0-34d8ce5d26c8,Visible Ventures,company,,"Consumer, Retail, Venture Capital",,linkedin.com/company/visible-venturesl-llc/,linkedin.com/company/visible-venturesl-llc/,,,"Boston, Massachusetts, United States","Boston, Massachusetts, United States",VC Founds - Seed - US/Europe,Jan-2016,Early Stage Venture,Venture Capital,3,35,Active
31d68d88-6b54-4b62-b0c4-800efdbe88fa,Vision Ventures,company,,Financial Services,,linkedin.com/company/vision-ventures-vv/,linkedin.com/company/vision-ventures-vv/,,,"Dammam, Ash Sharqiyah, Saudi Arabia","Dammam, Ash Sharqiyah, Saudi Arabia","All VCs ,VC Founds - Seed - US/Europe",Dec-2016,"Convertible Note, Debt, Early Stage Venture, Seed",Venture Capital,4,92,Active
32807d1b-11c5-4b36-8a2d-ba43581ceff0,Vistara Growth,company,,"Finance, Financial Services, FinTech, Lending, Venture Capital",,linkedin.com/company/vistara-growth,linkedin.com/company/vistara-growth,,,"Vancouver, British Columbia, Canada","Vancouver, British Columbia, Canada",VC Founds - Seed - US/Europe,Jan-2015,"Convertible Note, Debt, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Venture",Venture Capital,11,37,Active
9d6aa711-e384-45bc-a574-79df40f8cc97,VNV Global,company,,Finance,,linkedin.com/company/vnv-global-ltd,linkedin.com/company/vnv-global-ltd,,,"Stockholm, Stockholms Lan, Sweden","Stockholm, Stockholms Lan, Sweden",VC Founds - Seed - US/Europe,Jan-2007,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",Venture Capital,9,89,Active
e425301f-ef28-469f-8197-dbf7467a77c5,Vocap Partners,company,,"Information Technology, Venture Capital",,linkedin.com/company/vocap-investment-partners,linkedin.com/company/vocap-investment-partners,,,"Atlanta, Georgia, United States","Atlanta, Georgia, United States","All VCs ,VC Founds - Seed - US/Europe",Oct-2010,"Early Stage Venture, Late Stage Venture",Venture Capital,8,35,Active
dbabca7c-73d4-4fb1-a6f0-37278ed833b1,Voima Ventures,company,,,,https://voimaventures.com/,https://voimaventures.com/,,,"Helsinki, Finland","Helsinki, Finland",VC Founds - Seed - US/Europe,Jan-2019,"Early Stage Venture, Seed",Venture Capital,1,35,Active
01bba147-ef1f-4c89-b3c7-1e246044ef96,Vy Capital,company,,"Enterprise Software, Financial Services, Online Portals, Venture Capital",,vycapital.com,vycapital.com,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates","All VCs ,VC Founds - Seed - US/Europe",Jan-2013,,Venture Capital,7,77,Active
ee4beb79-806f-4bb8-a904-6ecc8fa2dbf1,Wamda Capital,company,,"Finance, Financial Services, Venture Capital",,wamda.com,wamda.com,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates","All VCs ,VC Founds - Seed - US/Europe",Jan-2014,"Early Stage Venture, Seed",Venture Capital,7,104,Active
2aba6405-069f-4d98-944b-9d6269d67086,Wavemaker 360,company,,"Health Care, Venture Capital",,linkedin.com/company/wavemaker-three-sixty-health,linkedin.com/company/wavemaker-three-sixty-health,,,"Pasadena, California, United States","Pasadena, California, United States",VC Founds - Seed - US/Europe,May-2018,"Early Stage Venture, Seed",Venture Capital,4,70,Active
7b01b8a1-b8ba-4db6-b66f-a317f5e5ed80,Wedbush Ventures,company,,,,wedbushventures.com,wedbushventures.com,,,"Santa Monica, California, United States","Santa Monica, California, United States",VC Founds - Seed - US/Europe,Jan-2020,"Early Stage Venture, Seed",Venture Capital,,25,Active
879d4742-62f2-4447-8d4d-427400160130,Welltech Ventures,company,,"Personal Health, Venture Capital, Wellness",,linkedin.com/company/welltechventures/,linkedin.com/company/welltechventures/,,,"Tel Aviv, Tel Aviv, Israel","Tel Aviv, Tel Aviv, Israel",VC Founds - Seed - US/Europe,Jan-2019,Early Stage Venture,Venture Capital,,12,Active
80101a8a-ad64-41cb-b4de-74d4a1c5ff5e,Westerly Winds,company,,,,linkedin.com/company/westerlywinds/,linkedin.com/company/westerlywinds/,,,"London, England, United Kingdom","London, England, United Kingdom",VC Founds - Seed - US/Europe,Jan-2019,Venture,Venture Capital,,13,Active
850de957-8c68-48c0-96ce-84832e082c54,West Quad Ventures,company,,,,linkedin.com/company/westquad/,linkedin.com/company/westquad/,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2019,"Early Stage Venture, Seed",Venture Capital,4,45,Active
ec546c24-ecfd-415a-9a41-ad0f24f19591,WestRiver Group,company,,"Energy, Financial Services, FinTech, Life Science, Sharing Economy, Venture Capital",,wrg.vc,wrg.vc,,,"Kirkland, Washington, United States","Kirkland, Washington, United States",VC Founds - Seed - US/Europe,Jan-2002,"Debt, Early Stage Venture, Late Stage Venture",Venture Capital,11,44,Active
496bb903-3d55-4c48-866f-db503628b4d8,What If Ventures,company,,"Biopharma, Biotechnology, Health Care, Life Science, Mental Health, Personal Health, Pharmaceutical, Venture Capital, Wellness",,whatif.vc,whatif.vc,,,"Frisco, Texas, United States","Frisco, Texas, United States","All VCs ,VC Founds - Seed - US/Europe",Mar-2019,"Early Stage Venture, Late Stage Venture, Seed, Venture",Venture Capital,4,72,Active
d2d9d43c-0384-4141-a283-08c9067bd47d,W Health Ventures,company,,"Finance, Financial Services, Health Care, Venture Capital",,linkedin.com/company/whealthventures,linkedin.com/company/whealthventures,,,"Boston, Massachusetts, United States","Boston, Massachusetts, United States",VC Founds - Seed - US/Europe,Jan-2020,,Venture Capital,,13,Active
81f1fbaa-7290-40e1-a63f-43c1541e98c3,White Star Capital,company,,"Finance, Financial Services, FinTech, Venture Capital",,whitestarcapital.com,whitestarcapital.com,,,"New York, New York, United States","New York, New York, United States","European Family Offices' Founders ,All VCs ,VC Founds - Seed - US/Europe",Jan-2007,Early Stage Venture,Venture Capital,19,155,Active
4f7a577d-109f-4428-8226-75ed1f3b6578,Will Ventures,company,,"Business Development, Financial Services, Venture Capital",,willventures.com,willventures.com,,,"Boston, Massachusetts, United States","Boston, Massachusetts, United States","All VCs ,VC Founds - Seed - US/Europe",Sep-2018,Early Stage Venture,Venture Capital,,32,Active
a6ff17a1-ebf7-4460-9da2-a9e48bfae17a,Wing Venture Capital,company,,"Business Development, Financial Services, Impact Investing, Machine Learning, Venture Capital",,https://www.wing.vc/,https://www.wing.vc/,,,480 Lytton Street Palo Alto CA 94301,480 Lytton Street Palo Alto CA 94301,"All VCs ,VC Founds - Seed - US/Europe",Jul-2013,"Early Stage Venture, Seed",Venture Capital,23,173,Active
85bcebde-1f95-44ec-b6eb-69b1873f8625,Winter Capital,company,,"Finance, Financial Services, FinTech, Venture Capital",,linkedin.com/company-beta/10596495/,linkedin.com/company-beta/10596495/,,,"Limassol, Limassol, Cyprus","Limassol, Limassol, Cyprus",VC Founds - Seed - US/Europe,Jan-2015,"Private Equity, Venture",Private Equity Firm,3,25,Active
147f2cb9-fecb-42cd-97a3-fd3e4f0c584a,Wisdom Ventures,company,,"Information Technology, Personal Health, Software, Wellness",,linkedin.com/company/wisdom-ventures/,linkedin.com/company/wisdom-ventures/,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Sep-2021,Seed,"Micro VC, Venture Capital",,18,Active
9369a6df-f43b-4bd5-936a-0bd2a2e446d6,World Trade Ventures,company,,"FinTech, SaaS, Venture Capital",,worldtradeventures.com,worldtradeventures.com,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Jan-2016,Early Stage Venture,Venture Capital,2,40,Active
a802a8ab-2ecd-4f9b-bb13-3c88b795fcd4,WP Global Partners,company,,"Finance, Financial Services, Health Care, Information Technology, Software, Venture Capital",,http://www.wpglobalpartners.com,http://www.wpglobalpartners.com,,,"Chicago, Illinois, United States","Chicago, Illinois, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2005,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Venture","Family Investment Office, Fund Of Funds, Private Equity Firm, Venture Capital",18,52,Active
