id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,Number of Exits,Number of Investments,Number of Portfolio Organizations
24669cf9-80e5-439c-a13a-f06f6c8f882a,Dingyu Capital,company,kelvin@tdcapitalhk.com,Dingyu Capital is a joint family office focusing on multi-field investment for family fund investors.,kelvin@tdcapitalhk.com,https://www.dingyucapital.com/,https://www.dingyucapital.com/,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,,1,1
4716b01d-672e-46d3-8f3d-8c4b98d0e0d7,District Capital,company,info@districtcapital.co,A Hong Kong based impact venture investment firm,info@districtcapital.co,http://www.districtcapital.co,http://www.districtcapital.co,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,,1,1
3539fc95-8d7e-44d0-9e6b-f527c7203818,DivCapital,company,info@div.capital,DivCapital provides personalized investments and financial services.,info@div.capital,https://div.capital,https://div.capital,,,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",All Asian Family Offices,,1,1
f9bf9ef3-8483-407a-bd81-faf0734fd9a8,Double Peak Group,company,,Double Peak Group is a early stage venture capital fund focused on digital assets,,https://doublepeak.io,https://doublepeak.io,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,1,98,96
d1df2758-ccd8-4ae7-884b-12c9b750f717,Dynamic Loop Capital,company,info@dlcap.com,Dynamic Loop Capital invests in and supports socially responsible and disruptive technology companies.,info@dlcap.com,https://www.dlcap.com/,https://www.dlcap.com/,,,"Herzliyya, Tel Aviv, Israel","Herzliyya, Tel Aviv, Israel",All Asian Family Offices,1,13,8
76e1c7a9-2c04-4804-b58b-b69b7c2f78fa,Early Capital Group,company,,"Early Stage Investment, Advisory & Venture Builder | We support passionate entrepreneurs to build iconic companies.",,https://www.earlycapitalgroup.com/,https://www.earlycapitalgroup.com/,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,1,3,3
6f7bbc2e-ba15-4584-b018-d87570b74d4b,Eightstone Oclaner,company,enquiries@oclaner.com,Oclaner Asset Management is an independent asset management firm and Capital Markets Services license holder.,enquiries@oclaner.com,http://oclaner.com/,http://oclaner.com/,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,,1,1
bb694185-839a-4b33-97d8-6e69f57d28c5,Eiosoft Capital (DIFC) Ltd,company,customercare@eiosoftcapital.ae,"We are Eiosoft Capital (DIFC) Ltd , a part EIOSOFT CAPITAL Group LLC",customercare@eiosoftcapital.ae,eiosoft.com,eiosoft.com,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates","Corporate Venture Arms,All Asian Family Offices",1,1,1
25fe21ab-343a-47c1-9bc2-952a53d9584e,ElDaba Holdings,company,vheld@dabatco.net,ElDaba Holdings is a family investment office.,vheld@dabatco.net,eldabaholdings.com,eldabaholdings.com,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",All Asian Family Offices,,1,1
866a36f9-7152-4537-b2ab-3d772fe82dbb,Element 8 Group,company,info@e8gh.com,Element 8 provides an enterprise ecosystem to derive growth within its venture firms while advancing its research activities.,info@e8gh.com,https://www.e8gh.com/,https://www.e8gh.com/,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,,1,1
fc06bb51-2110-4370-8c49-e2e9ee1cb915,Entrust Family Office,company,reachus@entrust.co.in,Entrust Family Office exclusively caters to the investment and non-investment needs of those with exceptional wealth to help them flourish.,reachus@entrust.co.in,https://www.entrustfamilyoffice.com/,https://www.entrustfamilyoffice.com/,,,"Bangalore, Karnataka, India","Bangalore, Karnataka, India",All Asian Family Offices,,1,1
79864f08-3308-41d7-9700-2e96216d4fa5,ENVINARY,company,hello@envinary.com,Financial & Strategic Advisory. To be enlightening visionary. To be Envinary.,hello@envinary.com,https://envinary.com,https://envinary.com,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,,,
37058e4c-399f-4293-aa7a-167c08a9123a,Eudaimonia Capital,company,chris@eudaimoniacapital.com,Early stage investment firm.,chris@eudaimoniacapital.com,http://www.eudaimoniacapital.com/,http://www.eudaimoniacapital.com/,,,San Francisco,San Francisco,All Asian Family Offices,3,25,24
5c0d9be8-4945-49a5-8214-dab8d74f651e,EU Family Office,company,,EU Family Office is a family investment office.,,http://www.eufamilyoffice.eu/,http://www.eufamilyoffice.eu/,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,,1,1
f0ea70d5-80d2-4c90-9bde-c397b4a627bd,ExitHub,company,support@mehlpartners.com,Venture Capital and Startup Studio,support@mehlpartners.com,https://www.mehlpartners.com,https://www.mehlpartners.com,,,"Jerusalem, Yerushalayim, Israel","Jerusalem, Yerushalayim, Israel",All Asian Family Offices,,,
b3525323-5c69-45b5-b9e7-e91b15e3ffd4,Exponential Growth Partners,company,aj@expo.ventures,"A boutique business consulting and private placement agency with 45 years of combined experience, focused on raising funds for exception venture capital firms, private equity and hedge funds, accelerators, incubators and foundries.",aj@expo.ventures,https://expo.ventures,https://expo.ventures,,,"Bene Beraq, Tel Aviv, Israel","Bene Beraq, Tel Aviv, Israel",All Asian Family Offices,,,
07167ceb-bc04-4106-a063-4dd5a0a808b0,Falguni and Sanjay Nayar Family Office,company,,Falguni and Sanjay Nayar Family Office is a family investment firm.,,,,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",All Asian Family Offices,,3,2
c5efe81e-7c4e-444f-8300-50db9cee0f21,Fang Group,company,,FangGroup is a group investment company specializing in investment and asset management.,,http://en.fanggroup.com/,http://en.fanggroup.com/,,,"Chaoyang, Liaoning, China","Chaoyang, Liaoning, China",All Asian Family Offices,,3,3
a1942829-2c70-4b08-a349-ec58e8a3b891,Far East Capital,company,,"Far East Capital is the family office of Far East Organization, one of the largest private real estate developers in Singapore.",,https://www.fareast.capital/,https://www.fareast.capital/,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,2,11,10
aa4f46a5-4716-4479-834d-a498f2c2f44a,Far East Organization,company,,Far East Organization is the largest private property developer in Singapore. It was founded by Singaporean billionaire Ng Teng Fong in,,http://www.fareast.com.sg,http://www.fareast.com.sg,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore","Corporate Venture Arms,All Asian Family Offices",,1,1
fb6e3f95-7169-40d7-8f66-ae088c5d446b,F. A. Sharf & Co.,company,,F. A. Sharf & Co. is a family office focused on venture capital and private equity investments solutions.,,,,,,"Ranchi, Jharkhand, India","Ranchi, Jharkhand, India",All Asian Family Offices,2,7,4
db5bec6c-8c93-413e-bf1f-d8c61d9b6806,Fazal Din Group,company,info@sehat.com.pk,"A Pakistani healthcare group with interests in hospitals, pharma manufacturing, brick & mortar/online pharmacies & medical device agencies",info@sehat.com.pk,http://www.fazaldin.com,http://www.fazaldin.com,,,"Lahore, Punjab, Pakistan","Lahore, Punjab, Pakistan",All Asian Family Offices,,2,2
d22cf37f-19d4-4613-8249-dc34ab5895af,FHS Capital,company,,FHS Capital primarily invests in innovative and forward-thinking businesses.,,fhscapital.com,fhscapital.com,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",All Asian Family Offices,,4,4
50ef6338-0b89-4bd3-b4ef-50025c6d980e,Financial Horizon Group,company,info@f-horizon.com,Family office that manages diversified investments and businesses,info@f-horizon.com,http://www.f-horizon.com/,http://www.f-horizon.com/,,,"Al Khobar, Ash Sharqiyah, Saudi Arabia","Al Khobar, Ash Sharqiyah, Saudi Arabia",All Asian Family Offices,1,5,5
06a8381b-bd98-41ca-883a-7c3d95cf88ff,Fincasa Ventures,company,info@fincasacapital.com,Fincasa Ventures is a venture capital firm.,info@fincasacapital.com,fincasaventures.com,fincasaventures.com,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates","Corporate Venture Arms,All Asian Family Offices",,1,1
ad5697aa-f553-4e87-9ac9-ea26bb6dd8bd,Fisher8 Capital,company,,Fisher8 Capital operates as an investment firm.,,https://www.fisher8.capital/,https://www.fisher8.capital/,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,,4,4
b1826d5a-1177-4605-b31d-0b75b4ed0089,Flmoat Inc.,company,info@flmoat.com,an investment firm focused on Africa-based companies maintaining the long-term float and a wide moat.,info@flmoat.com,https://flmoat.com/,https://flmoat.com/,,,"Tokyo, Tokyo, Japan","Tokyo, Tokyo, Japan",All Asian Family Offices,,,
5d8bd813-160e-4b49-953c-28a582ac8117,Footprints Investments,company,,Footprints Investments is an investment firm.,,,,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,,2,1
0b202760-e2ec-4360-bbf0-008668902435,frwrd.fund,company,,frwrd.fund is a Dubai based family office investing in early-stage startups.,,frwrd.fund,frwrd.fund,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",All Asian Family Offices,,1,1
dc85a719-cd7d-48fd-9acd-399b9277fb8d,Gate Business Service,company,,Gate Business Service is a private family investment office,,gatebusinessservice.com,gatebusinessservice.com,,,"Abu Dhabi, United Arab Emirates","Abu Dhabi, United Arab Emirates",All Asian Family Offices,1,1,1
7c96f96a-8c39-4e8d-a8b4-f07db3cb7105,Gerstenbrot Capital,company,,Gerstenbrot Capital is a family office specialising in digital assets.,,http://www.gerstenbrot.com,http://www.gerstenbrot.com,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,,4,4
0ee2f268-6707-4551-97b4-87e12d1c8012,GMT Venture,company,,Venture Capital Firm Focused on Technologies That are Serving Global Markets,,https://www.gmtventure.com,https://www.gmtventure.com,,,"Netanya, HaMerkaz, Israel","Netanya, HaMerkaz, Israel",All Asian Family Offices,,4,2
486b3cb2-59e8-42c6-aa3c-fa3b2f5ac567,Grand China Capital,company,yum@grandchncap.com,Grand China Capital provides education and training services to capital market investors and high-net-worth individuals.,yum@grandchncap.com,http://www.grandchncap.com,http://www.grandchncap.com,,,"Wan Chai, Hong Kong Island, Hong Kong","Wan Chai, Hong Kong Island, Hong Kong",All Asian Family Offices,,,
84f697fa-c663-40ea-a50f-0f684e4c29be,Greenstone Equity Partners,company,info@gsequity.com,The largest fund placement firm based in the Middle East,info@gsequity.com,greenstoneequity.com,greenstoneequity.com,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",All Asian Family Offices,,,
1ea84018-d1e9-49fb-a2fe-41d6b0a3a922,Group Meeran,company,,Group Meeran is a family investment office that manages the private investments of the Meeran family.,,http://www.groupmeeran.com/,http://www.groupmeeran.com/,,,"Kochi, Kerala, India","Kochi, Kerala, India",All Asian Family Offices,,1,1
7fddd02d-2c10-4c7e-abbb-29573b28be79,Group SNS,company,porus.satwe@groupsns.com,Group SNS is a privately-owned conglomerate focused on international investments and commercial trade.,porus.satwe@groupsns.com,groupsns.com,groupsns.com,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",All Asian Family Offices,1,1,1
88dae978-9f4c-44ab-8c34-9dbf99a84194,Gulia Ventures LLP,company,contact@gulia.in,Private Investment Office,contact@gulia.in,http://gulia.in/,http://gulia.in/,,,"Jaipur, Rajasthan, India","Jaipur, Rajasthan, India",All Asian Family Offices,,,
645fe608-b56f-4a71-b52b-acf968c7975f,Gund Investment LLC,company,investment@gundinvest.mn,"Gund Investment LLC is investment holding company located in Mongolia and has operations in financial service, business incubation and more",investment@gundinvest.mn,https://gundinvest.mn,https://gundinvest.mn,,,"Ulaanbaatar, Ulaanbaatar, Mongolia","Ulaanbaatar, Ulaanbaatar, Mongolia",All Asian Family Offices,,1,1
88b88227-c591-467a-8189-e5745c077346,Habaple Limited,company,sagar.habaple.partner@outlook.com,Building up a next generation utility service,sagar.habaple.partner@outlook.com,https://www.linkedin.com/company/habaple-limited/,https://www.linkedin.com/company/habaple-limited/,,,"Rajkot, Gujarat, India","Rajkot, Gujarat, India",All Asian Family Offices,,1,1
4783c2be-b852-47d9-978b-3ae17e033451,Hamad Ali Sagri family office,company,,Hamad Ali Sagri family office operates as a family investment firm.,,,,,,"Dubai, Dubai, United Arab Emirates","Dubai, Dubai, United Arab Emirates",All Asian Family Offices,,1,1
40765f87-9530-4616-84e3-501da9340d47,Hanking Family Office,company,,Hanking Family Office is an investment firm.,,http://www.hkfof.com/12/about.asp,http://www.hkfof.com/12/about.asp,,,"Shanghai, Shanghai, China","Shanghai, Shanghai, China",All Asian Family Offices,,2,2
097d4bc1-07d2-4e86-8665-73b352b362ba,HAOSHi Accelerator,company,hello@hao-shi.org,"Accelerator, Investment",hello@hao-shi.org,https://www.hao-shi.org,https://www.hao-shi.org,,,"Taipei, T'ai-pei, Taiwan","Taipei, T'ai-pei, Taiwan",All Asian Family Offices,,,
5c68a168-2752-4170-bcdc-9dc8b86247a6,Harmony Advisors,company,,Harmony Advisors is an asset management company that provides investment management and advisory services.,,https://www.harmonyadvisors.com/,https://www.harmonyadvisors.com/,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,,1,1
6c400861-aa98-4af9-8909-c11830ca3d69,Hatton Capital Limited,company,info@hattoncapital.com,We are family office that seeks to invest or acquire growth stage companies in the agri and FMCG space,info@hattoncapital.com,http://www.hattoncapital.com,http://www.hattoncapital.com,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,,1,1
8a5de308-21fe-4d67-b381-a56771a00731,Hawksburn Capital,company,info@hawksburncapital.com,Hawksburn Capital operates as independent asset management and advisory firm.,info@hawksburncapital.com,http://www.hawksburncapital.com,http://www.hawksburncapital.com,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,,1,1
5c1a3e20-1d9d-4aa7-b7c0-ef772987304c,HB Investments,company,ventures@hbinvestments.com,Family Investment Office,ventures@hbinvestments.com,https://hbinvestments.com/,https://hbinvestments.com/,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",All Asian Family Offices,,5,4
4cf6ecf7-714f-425c-87e0-2620cf1f8601,HCL Capital,company,,HCL Capital operates as a family investment office.,,https://www.hcl-capital.com,https://www.hcl-capital.com,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,,3,2
4a6c2b97-f19a-41ab-9517-abd95e1e04ae,HC Ventures,company,info@kuvcapital.com,HC ventures is an investing firm that does seed investments for startups.,info@kuvcapital.com,http://www.hervecuviliez.com,http://www.hervecuviliez.com,,,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",All Asian Family Offices,,1,1
1a62bd3d-8ae9-4058-b37b-7b73aad09b5d,HELLOHEALTH,company,work@hellohealthplus.com,A tech-oriented platform offering subscription-based healthcare services in tier 2 & below with its efficient marketing channels.,work@hellohealthplus.com,http://hellohealthplus.com,http://hellohealthplus.com,,,"Jaipur, Rajasthan, India","Jaipur, Rajasthan, India",All Asian Family Offices,,,
ed6762fd-c0ce-4db2-92db-55b4e35ba46e,HH Family,company,info@hh-family.com,"Family Office with a focus on growing, building and investing in ventures that solve meaningful problems.",info@hh-family.com,http://www.linkedin.com/company/hh-vc-investments,http://www.linkedin.com/company/hh-vc-investments,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,,17,13
b10d035d-eac2-4499-ad19-1cbea843f364,High House Iinvestments,company,,High House Investment is a family office focused on deep-technology and climate-tech investments.,,http://www.high-house.vc/,http://www.high-house.vc/,,,"Tel Aviv-yafo, Tel Aviv, Israel","Tel Aviv-yafo, Tel Aviv, Israel",All Asian Family Offices,,1,1
98dd3f4d-d2f9-4e80-9e16-667ea251b957,HireSEOAgency,company,,Futuristic Online Marketing Company,,https://hireseoagency.com/,https://hireseoagency.com/,,,"Ahmedabad, Gujarat, India","Ahmedabad, Gujarat, India",All Asian Family Offices,,,
cc0fb64a-c0ca-4b6d-a685-684041aeca4b,Hothaat Marketplace Private Limited,company,ram.shinde@ringbelldeal.com,Hothaat Marketplace Private Limited is an online marketplace that allows resellers to select and sell its products online.,ram.shinde@ringbelldeal.com,http://www.hothaat.com,http://www.hothaat.com,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",All Asian Family Offices,,,
0e017ca7-f0da-4339-b110-d028ed94a0a0,HT Capital,company,,"Asset Management, Venture Capital, Fund of Funds",,https://htcapital.org/,https://htcapital.org/,,,"Beijing, Beijing, China","Beijing, Beijing, China",All Asian Family Offices,3,20,19
1eb2d260-1eea-478b-942b-473088144945,iArgento,company,office@iargento.com,"iArgento is a multi-family office specializing in wealth management, alternative investments, and digital assets.",office@iargento.com,https://www.iargento.com/,https://www.iargento.com/,,,"Jerusalem, Yerushalayim, Israel","Jerusalem, Yerushalayim, Israel",All Asian Family Offices,1,9,6
a8300f1f-9296-436d-80dd-d89b38b8e8b1,ICS FO,company,peter.balint@ics-im.com,ICS is a Family Office focused on growth investing,peter.balint@ics-im.com,https://www.ics-im.com/,https://www.ics-im.com/,,,"Dubai, Dubai, United Arab Emirates","Dubai, Dubai, United Arab Emirates",All Asian Family Offices,1,9,9
0d4c0a59-dca4-4ea7-9556-c980c9c14575,IDT Holding,company,,Focusing into NFC and Access Control Markets,,idt.net,idt.net,,,"Ras Al Khaimah, United Arab Emirates","Ras Al Khaimah, United Arab Emirates",All Asian Family Offices,,3,2
c89c1aa5-bfa3-4f18-b06a-33f9c5a228a6,Imaginal Seeds,company,,Imaginal Seeds,,,,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,,4,4
372d47f3-5f99-44df-90b1-f5cdbf00e9b2,Inheritance Enterprises,company,,Inheritance Enterprises is a family office and an investment holding company.,,http://www.inheritance.group,http://www.inheritance.group,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,,1,1
c8abbbd2-393a-4067-bc8b-82cb6ed9881e,IntelMutya Group,company,contact@intelmutyagroup.com,"IntelMutya Group, a dynamic and innovative private conglomerate, focuses on Technology, Real Estate, FMCG, and Private Equity Ventures.",contact@intelmutyagroup.com,https://intelmutyagroup.com,https://intelmutyagroup.com,,,"Taguig, Rizal, Philippines","Taguig, Rizal, Philippines",All Asian Family Offices,,1,1
465fd1be-fb96-404c-b064-5044c4242630,IONIA Máy lọc nước ion kiềm,company,maylocnuocionkiem@gmail.com,IONIA thành lập vào 5-1982 là công ty hàng đầu Thế giới về sản xuất kinh doanh máy lọc nước ion kiềm,maylocnuocionkiem@gmail.com,https://ionia.com.vn/,https://ionia.com.vn/,,,"Hanoi, NA - Vietnam, Vietnam","Hanoi, NA - Vietnam, Vietnam",All Asian Family Offices,,,
480c1f7e-fad1-4749-be27-d463757375a0,Izaki Ventures,company,,"Angel investor, focusing on Climatech, Energy, Food, Agriculture, and Supply Chain startups.",,https://www.izakivc.com/,https://www.izakivc.com/,,,"Tel Aviv, Tel Aviv, Israel","Tel Aviv, Tel Aviv, Israel",All Asian Family Offices,,5,5
fe708fad-39a8-450b-9891-a0213edff2a4,Jafferjee Brothers Group,company,,"JB Securities is a member of CSE, Sri Lanka. We are currently the dedicated stock brokering arm of the Jafferjee Brothers Group.",,https://www.jbs.lk/,https://www.jbs.lk/,,,"Colombo, Western, Sri Lanka","Colombo, Western, Sri Lanka",All Asian Family Offices,,1,1
724df2c5-a162-425e-a44f-468cbf8525ed,J&A Partners,company,,J&A Partners is a venture capital investment firm.,,,,,,"Delhi, Delhi, India","Delhi, Delhi, India",All Asian Family Offices,,2,2
1ad7372a-fcf4-41b7-8584-1c18e35e9682,Jeejeebhoy Family Office,company,,Jeejeebhoy Family operates as an investment office.,,,,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",All Asian Family Offices,,3,3
6f9c5433-9d85-4dbe-9490-306972ec1dc2,Jinhe Investment,company,jinhezb@sina.com,Jinhe Investment is an investment firm that offer asset management and investment management service.,jinhezb@sina.com,http://www.jinhezb.com/,http://www.jinhezb.com/,,,"Wuhan, Hubei, China","Wuhan, Hubei, China",All Asian Family Offices,2,2,2
b8d2e472-2644-4de6-8798-5cd96987f283,JJ Family Office,company,,JJ Family Office is a family investment office.,,,,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",All Asian Family Offices,,1,1
793c1d8f-cdef-45ad-abcd-954bc69ba8b1,JMCR Partners,company,info@jmcrpartners.com,JMCR Partners is a family office that provides corporate and individual investment financing solutions.,info@jmcrpartners.com,http://www.jmcrpartners.com/,http://www.jmcrpartners.com/,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,3,23,18
80f94e1a-420b-43c2-89f3-bf8d59961863,Kairos Capital Group,company,general@kairos-cp.com,"Kairos Capital Group provides bespoke multi-family office investment services for high net worth individuals, families and institutions.",general@kairos-cp.com,https://kairos-cp.com,https://kairos-cp.com,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,,2,2
6c5a1e5f-24fb-4bdd-a0a7-319d7090cf29,KAIZEN FZCO,company,,"KAIZEN FZCO is a family office based in Dubai, UAE, with a focus on investments in the MENA and CIS region.",,kaizenfzco.com,kaizenfzco.com,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",All Asian Family Offices,,1,1
7e59974a-4bfe-4726-8227-785ffec56069,Kamet Capital Partners,company,,Kamet Capital Partners is a venture capital firm that combines investing and innovation to establish a new realm of wealth management.,,https://kametcapital.com/,https://kametcapital.com/,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,1,7,4
26d6cf0a-4767-4c53-8e58-96230ce78877,Kanoria Family Office,company,,Kanoria Family Office is an Investment firm.,,,,,,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",All Asian Family Offices,,1,1
f9ab4208-fc41-49d4-b287-df7e3b57500f,Kapower,company,info@kapower.org,"The Kapower Investment Cooperative is pursuing investment opportunities in Emerging Markets, focused on digitalization.",info@kapower.org,kapower.energy,kapower.energy,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",All Asian Family Offices,,,
c9dde88a-6329-477c-87b5-5cd504daba60,KECH,company,,Private Company,,http://kech.sg,http://kech.sg,,,"Woodlands, North Region, Singapore","Woodlands, North Region, Singapore",All Asian Family Offices,,,
8f101055-f92f-4d46-8f60-b5e2626f4b49,Kemexel Ventures (KEMEXEL GROUP COMPANIES),company,info@kemexel.com,We at KEMEXEL eCommerce Companies starting from Inventory Management & Ventures (Family Office),info@kemexel.com,http://kemexel.com/,http://kemexel.com/,,,"New Delhi, Delhi, India","New Delhi, Delhi, India","Corporate Venture Arms,All Asian Family Offices",1,3,1
89ea1b73-9872-4d25-a2d9-a2bda3615430,Khimji Ramdas,company,info@ahliaenv.com,Khimji Ramdas LLC (KR) is a leading corporate house in the Sultanate of Oman.,info@ahliaenv.com,http://www.khimji.com/,http://www.khimji.com/,,,"Muscat, Masqat, Oman","Muscat, Masqat, Oman",All Asian Family Offices,,2,2
e73651b6-bba0-4756-9505-56f81c7999aa,Kimera,company,,Kimera is a Dubai-based family office which provides financial planning and investment advisory services.,,kimera.ai,kimera.ai,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",All Asian Family Offices,,5,3
0b96ce35-04aa-4be4-beb9-6569963f5988,Kingbridge,company,,"Kingbridge, a Singapore-based family office.",,https://kingsbridgecp.com/,https://kingsbridgecp.com/,,,"Central and Western, Hong Kong Island, Hong Kong","Central and Western, Hong Kong Island, Hong Kong",All Asian Family Offices,,1,1
3120dff0-715b-45b4-9d06-e2ec317f20af,Kingsley Asset Management,company,,"Kingsley Asset Management specializes in wealth management, family office, asset allocation, and investment management advisory services.",,http://www.kingsleykorea.com/,http://www.kingsleykorea.com/,,,"Seoul, Seoul-t'ukpyolsi, South Korea","Seoul, Seoul-t'ukpyolsi, South Korea",All Asian Family Offices,,1,1
01ae4004-cf8b-4617-975a-1cf0b85a358d,Klein Family Office,company,,Klein Family Office provides enterprises opportunities for investment.,,https://www.kfo.co.il,https://www.kfo.co.il,,,"Tel Aviv, Tel Aviv, Israel","Tel Aviv, Tel Aviv, Israel",All Asian Family Offices,,1,1
0b9632a9-60dd-416a-bfca-09877a106fa2,Kliff Capital,company,,Kliff Capital operates as an investment firm.,,https://kliffcapital.com,https://kliffcapital.com,,,"Bangkok, Krung Thep, Thailand","Bangkok, Krung Thep, Thailand",All Asian Family Offices,,1,1
1957de4e-767c-4996-9d31-fff838c94f00,Kolte Patil Family Office,company,,KPFO endeavors to create a gen-next investment ecosystem that supports new-age businesses that are innovative and disruptive.,,https://kpfoventures.com/,https://kpfoventures.com/,,,"Pune, Maharashtra, India","Pune, Maharashtra, India",All Asian Family Offices,,2,2
164a7462-d1e9-4c18-93a1-3413e5721f74,KPB Family Trust,company,,KPB Family Trust a family office of KP Balaraj.,,https://www.kpbfamilytrust.com/,https://www.kpbfamilytrust.com/,,,"Bangalore, Karnataka, India","Bangalore, Karnataka, India",All Asian Family Offices,,1,1
ba7e3f89-24e2-44eb-98fd-5276be3512fa,Lake Bleu Capital,company,,Lake Bleu Capital is a Hong Kong-based investment platform that specializes in healthcare.,,https://lakebleu-cap.com/,https://lakebleu-cap.com/,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,9,31,31
3d67bb79-7e65-4c46-a480-073ddee51261,Legziel Family,company,simonlegziel@gmail.com,Legziel Famliy,simonlegziel@gmail.com,https://www.linkedin.com/in/simonlegziel/,https://www.linkedin.com/in/simonlegziel/,,,"Herzliya, Tel Aviv, Israel","Herzliya, Tel Aviv, Israel",All Asian Family Offices,2,49,46
a4db2b83-25ad-4739-968e-e9ccf940ed29,Leicester Wealth Management,company,office@leicesterlw.com,Wealth Management Firm and Investment Advisory,office@leicesterlw.com,https://www.leicesterwm.com/,https://www.leicesterwm.com/,,,"Ramat Gan, Tel Aviv, Israel","Ramat Gan, Tel Aviv, Israel",All Asian Family Offices,,,
c62bf1ba-a0f6-4b05-9382-e450cbce38e6,Le Mercier’s Capital,company,,Le Mercier’s Capital is a single family office which invests both strategically and opportunistically in growth capital situations.,,https://www.lemerciers.com/,https://www.lemerciers.com/,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,,1,1
24bd444c-303c-4f9a-8984-65eb2ab26d5e,LHT Capital,company,,LHT Capital is a private investment company in Hong Kong.,,https://www.linkedin.com/company/lhtcapital/about/,https://www.linkedin.com/company/lhtcapital/about/,,,"Wan Chai, Hong Kong Island, Hong Kong","Wan Chai, Hong Kong Island, Hong Kong",All Asian Family Offices,,,
bbbb0419-b296-492b-ac04-b1d24b9cddd9,Li Family Office,company,info@lifamilyoffice.com,"Family office, focused on investing our own and partner funds in projects worldwide",info@lifamilyoffice.com,http://www.lifamilyoffice.com,http://www.lifamilyoffice.com,,,"Hong Kong, Hong Kong Island, Hong Kong","Hong Kong, Hong Kong Island, Hong Kong",All Asian Family Offices,,1,1
f93c782a-b241-4f09-89cc-07592d708213,Lighthouse Canton,company,info@lighthouse-canton.com,Lighthouse Canton is a global investment institution offering wealth and asset management services.,info@lighthouse-canton.com,https://www.lighthouse-canton.com/,https://www.lighthouse-canton.com/,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",All Asian Family Offices,,4,4
